"hypothesis","sample","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","POP_V2","POP_V3","POP_Q","POP_KA","POP_CL","POP_CLCLCR","POP_CLBR","IIV_V2","IIV_CL_IIV_V2","IIV_CL","IIV_V3","IIV_KA","sigma","sePOP_V2","sePOP_V3","sePOP_Q","sePOP_KA","sePOP_CL","sePOP_CLCLCR","sePOP_CLBR","seIIV_V2","seIIV_CL_IIV_V2","seIIV_CL","seIIV_V3","seIIV_KA","sesigma","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13"
simulation,1,1,1,1,1,0,1,0,0,1,0,0,0,0,2.1,147096,FOCE_I,NA,1220.07,608.2,-18967.335266654401,677.42,1966.4,23.0327,0.749904,19.6834,0.000249268,0.152733,0.357443,0.0849863,0.329832,0.0258986,0.0258023,0.004318,0.0111182,0.0246715,0.000227525,6.99395e-06,0.000229515,6.24489e-08,0.0361295,0.00110829,0.0034991,0.0185792,0.00693387,0.0125133,3.01307e-07,NA,NA,NA,NA,NA,1.53328e-05,0.556663,0.933345,0.998141,0.999764,0.999971,0.999977,0.999979,1.00023,1.00084,1.00254,1.25315,2.25539
simulation,2,2,1,1,1,0,1,0,0,1,0,0,0,0,1.2,334989,FOCE_I,NA,566.45,632.54,-19054.288994128008,656.058,1946.83,23.2427,0.734934,19.2095,0.00108799,0.142485,0.432846,0.0945608,0.296843,0.0314841,0.0325758,0.00270278,0.0496707,29.0076,0.00147539,3.04557e-05,0.00102643,6.81613e-08,3.57059e-05,0.00402282,0.00111921,0.00500388,0.00635454,0.000691702,9.05505e-05,NA,NA,NA,NA,NA,9.62028e-06,0.0592328,0.447955,0.791662,0.895862,0.968892,0.997916,0.999066,0.999387,1.02905,1.25777,1.3305,3.22269
simulation,3,3,1,1,1,1,1,0,0,0,0,0,0,0,3.1,3.3264,FOCE_I,NA,493.35,313.91,-19437.050926478765,673.971,1977.88,22.6141,0.740549,20.2604,0.000685321,0.093923,0.266549,0.0641624,0.304585,0.0413183,0.0321279,0.00257913,20.1701,35.3644,0.217584,0.0185959,0.495514,0.000567188,0.039422,0.0248626,0.0162963,0.0176018,0.00766397,0.00783474,8.64538e-05,NA,NA,NA,NA,NA,0.510547,0.585536,0.694905,0.763802,0.790602,0.868724,0.969997,1.00061,1.06559,1.27806,1.31871,1.45464,1.69828
simulation,4,4,1,1,1,1,1,0,0,0,0,0,0,0,4.1,3.929,FOCE_I,NA,272.69,309.34,-19090.060906896011,647.863,1953.86,23.0573,0.749552,19.5307,0.000747518,0.0801597,0.372604,0.109184,0.32276,0.0467673,0.0627053,0.00244342,21.4524,34.0788,0.225239,0.0234603,0.462749,0.000491307,0.0234668,0.0316442,0.0193634,0.0187739,0.007685,0.0149346,8.31726e-05,NA,NA,NA,NA,NA,0.423937,0.608426,0.739866,0.782345,0.819354,0.883243,0.980152,1.03053,1.04941,1.23037,1.31003,1.47668,1.66565
simulation,5,5,1,1,1,0,1,0,0,1,0,0,0,0,1.8,25054.8,FOCE_I,NA,977.86,639.19,-19783.762030214071,625.786,1900.79,23.2592,0.718458,20.0003,0.00135397,0.149819,0.328338,0.0838356,0.287738,0.0418253,0.0232802,0.00253216,25.2427,32.7861,0.306911,0.0315442,0.000523491,0.000253739,0.0339058,0.0298009,0.0174709,0.0172419,0.000268949,0.00645425,9.93106e-08,NA,NA,NA,NA,NA,0.000145085,0.127537,0.200246,0.395125,0.480838,0.822005,0.956759,0.988217,0.999184,1.08088,1.47591,1.83807,3.63509
simulation,6,6,1,1,1,0,1,0,0,1,0,0,0,0,1.6,32.7062,FOCE_I,NA,1318.09,625.45,-19463.074268131997,676.185,1954.28,23.3114,0.758707,26.3083,-0.000587057,0.00147816,0.271926,0.0966295,0.383148,0.050978,0.0422244,0.0024376,0.0194303,0.0413848,0.000453607,1.39817e-05,0.00180369,2.2209e-07,0.0150004,0.0232725,0.019379,0.0187097,0.00482293,0.00862306,2.31128e-11,NA,NA,NA,NA,NA,0.0722312,0.292893,0.579262,0.884584,0.992447,0.99258,0.99262,0.99263,0.992633,1.00027,1.28197,1.56348,2.36241
simulation,7,7,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.27465,FOCE_I,NA,431.96,312.28,-19424.388907127333,652.67,1971.98,22.7309,0.771717,19.7266,0.000972987,0.126032,0.28849,0.0749646,0.313888,0.0304977,0.0513561,0.00264656,20.1463,31.2823,0.212321,0.0221895,0.481869,0.000579205,0.037447,0.0254869,0.0178429,0.0182087,0.00588344,0.0116281,8.89931e-05,NA,NA,NA,NA,NA,0.488741,0.594271,0.731826,0.747244,0.787939,0.888796,0.982752,1.05449,1.06143,1.20613,1.30152,1.5544,1.60046
simulation,8,8,1,1,1,1,1,0,0,0,0,0,0,0,3,2.90594,FOCE_I,NA,343.71,305.39,-17504.210828873380,677.836,1963.9,23.345,0.787518,19.902,0.00195531,0.0851166,0.368698,0.0693714,0.306211,0.0258367,0.0146564,0.00674396,25.1153,40.1202,0.351977,0.0222525,0.486122,0.000577114,0.0343525,0.0339442,0.0192907,0.0180569,0.00606134,0.00770016,0.000212413,NA,NA,NA,NA,NA,0.521674,0.604938,0.738165,0.857299,0.860221,0.933014,0.977499,1.04278,1.06029,1.11704,1.33418,1.43694,1.51596
simulation,9,9,1,1,1,1,1,0,0,0,0,0,0,0,3.3,10369.6,FOCE_I,NA,919.88,644.2,-19271.509113937689,624.858,1919.45,22.7135,0.736062,19.1309,0.00113081,0.102483,0.31191,0.0967611,0.305284,0.032915,0.0388979,0.00245708,0.0140319,0.0511377,0.000516321,8.30393e-06,0.00051014,5.92941e-08,4.51587e-06,0.000708147,0.00609947,0.00487146,0.0029729,0.00261548,1.09219e-07,NA,NA,NA,NA,NA,0.000374027,0.0301334,0.0962897,0.128073,0.367283,0.93343,0.96971,0.998505,0.99917,0.999913,1.00208,2.59653,3.87851
simulation,10,10,1,1,1,0,1,0,0,1,0,0,0,0,1,14566.6,FOCE_I,NA,970.38,625.07,-18280.652406485904,595.524,1890.28,23.0635,0.826425,21.1812,0.00116364,0.225467,0.484422,0.0309803,0.300691,0.0164325,0.0207137,0.00723048,0.00655206,0.0418976,0.000636622,1.75579e-05,0.000403596,9.72373e-08,5.54004e-05,0.005101,0.0104277,0.0157706,0.00176893,0.00180845,8.7711e-07,NA,NA,NA,NA,NA,0.000199318,0.000439924,0.0534578,0.0764824,0.148515,0.339984,0.99482,0.998021,1.00196,1.66289,2.10889,2.71096,2.90339
