"hypothesis","sample","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","POP_V2","POP_V3","POP_Q","POP_KA","POP_CL","POP_CLCLCR","POP_CLBR","IIV_V2","IIV_CL_IIV_V2","IIV_CL","IIV_V3","IIV_KA","sigma","sePOP_V2","sePOP_V3","sePOP_Q","sePOP_KA","sePOP_CL","sePOP_CLCLCR","sePOP_CLBR","seIIV_V2","seIIV_CL_IIV_V2","seIIV_CL","seIIV_V3","seIIV_KA","sesigma","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13"
simulation,11,11,1,1,1,1,1,0,0,0,0,0,0,0,3.4,3.05322,FOCE_I,NA,197.15,260.38,-20574.875730340762,625.1,1923.54,22.7293,0.715592,19.2163,0.000224566,0.0261189,0.0383679,0.0091769,0.0386383,0.0464735,0.0241001,0.00249843,9.08421,32.2243,0.22762,0.0160339,0.165312,0.000182618,0.00807435,0.00450806,0.00269154,0.00228788,0.00781414,0.00673883,8.43135e-05,NA,NA,NA,NA,NA,0.500295,0.596892,0.698779,0.737069,0.869353,0.89258,0.942433,0.989093,1.05117,1.30694,1.40925,1.47863,1.52751
simulation,12,12,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.72143,FOCE_I,NA,190.67,250.83,-20744.570930115638,644.997,1952.82,22.5993,0.758297,19.2396,0.000675594,0.0145707,0.0422888,0.00703268,0.0370726,0.0416261,0.0437907,0.00245741,9.71442,31.7715,0.213037,0.0199645,0.161958,0.000188936,0.00722661,0.00495243,0.00295233,0.00222611,0.00703673,0.0103415,8.23623e-05,NA,NA,NA,NA,NA,0.541377,0.624599,0.718965,0.775713,0.895219,0.929408,0.960861,1.00357,1.06008,1.21834,1.36006,1.43849,1.47332
simulation,13,13,1,1,1,1,1,0,0,0,0,0,0,0,4.1,2.68311,FOCE_I,NA,203.46,248.61,-20754.826966921857,626.962,1918.97,22.4929,0.745968,19.2355,0.000604336,0.0336929,0.0384756,0.00524512,0.0368346,0.0342125,0.0437358,0.00239087,9.11152,29.9111,0.209089,0.0193672,0.162456,0.000186672,0.00836969,0.00455467,0.00265808,0.00220514,0.00632262,0.011071,7.96746e-05,NA,NA,NA,NA,NA,0.551785,0.651178,0.703517,0.775537,0.876742,0.923223,0.940113,1.01204,1.07072,1.23388,1.33698,1.44378,1.4805
simulation,14,14,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.71462,FOCE_I,NA,196.66,255.95,-20638.859455055735,650.978,1883.16,23.1163,0.786446,19.4356,0.000111394,0.0494412,0.0324605,0.00322198,0.0358392,0.0435363,0.0481646,0.00256968,9.18194,31.6143,0.239457,0.0215503,0.163071,0.000180163,0.00912298,0.00429082,0.00247476,0.00212507,0.00795276,0.0119772,8.67399e-05,NA,NA,NA,NA,NA,0.549565,0.65187,0.677334,0.772486,0.867916,0.874516,0.934055,0.972569,1.12657,1.28354,1.33048,1.46724,1.49186
simulation,15,15,1,1,1,1,1,0,0,0,0,0,0,0,4.5,3.13177,FOCE_I,NA,210.82,250.14,-20633.548141604526,621.887,1944.46,23.0361,0.73965,19.3944,0.000409485,0.0107436,0.0347419,0.0083855,0.0444843,0.0315218,0.048588,0.00247152,8.95792,30.1439,0.215278,0.0195124,0.177763,0.00020349,0.00778077,0.00452927,0.00303004,0.00263185,0.00687369,0.0106846,8.43602e-05,NA,NA,NA,NA,NA,0.498413,0.587398,0.692997,0.720005,0.855748,0.898662,0.934166,0.997025,1.05096,1.34576,1.37755,1.4804,1.56092
simulation,16,16,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.85414,FOCE_I,NA,192.73,245.34,-20649.377654451353,622.303,1888.62,22.6352,0.72513,19.0133,0.00060463,0.0145941,0.0384634,0.00766688,0.0385931,0.0384841,0.0237491,0.00242701,9.0399,29.9897,0.216193,0.0163505,0.162565,0.000189896,0.00704123,0.00459266,0.00269582,0.00229056,0.00687163,0.00738563,8.13767e-05,NA,NA,NA,NA,NA,0.540551,0.613675,0.704614,0.74677,0.877687,0.890234,0.944149,1.00199,1.05965,1.24308,1.40225,1.43255,1.54281
simulation,17,17,1,1,1,1,1,0,0,0,0,0,0,0,3.4,3.5845,FOCE_I,NA,181.74,242.34,-20788.683484803292,629.489,1960.7,22.4826,0.750677,19.4722,0.0003074,0.0259833,0.0414568,0.00995375,0.036355,0.0277073,0.0293789,0.002555,9.35988,29.7624,0.219798,0.01795,0.163167,0.000180935,0.00802007,0.00504218,0.00277467,0.00216284,0.00589022,0.00862024,8.5389e-05,NA,NA,NA,NA,NA,0.453789,0.549649,0.709744,0.739354,0.844586,0.900159,0.954802,1.00129,1.05748,1.28244,1.38512,1.49498,1.62661
simulation,18,18,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.72541,FOCE_I,NA,186.79,248.69,-20796.397798142083,622.52,1923.7,22.7314,0.725333,18.9066,0.000615668,0.0325624,0.029574,0.00176781,0.037817,0.031065,0.0457913,0.00240556,8.57255,29.0871,0.212025,0.0186662,0.160889,0.000194084,0.00819836,0.00379057,0.00250459,0.00223856,0.00576459,0.00986284,8.00075e-05,NA,NA,NA,NA,NA,0.550936,0.681124,0.714131,0.794265,0.879382,0.89124,0.946096,0.997401,1.06143,1.24272,1.27457,1.46518,1.50153
simulation,19,19,1,1,1,1,1,0,0,0,0,0,0,0,3.5,3.5635,FOCE_I,NA,199.31,250.02,-20407.264452803520,652.605,1915.36,22.4813,0.745162,19.298,0.000253186,0.0157061,0.0360843,0.0131889,0.0434317,0.0332531,0.0593667,0.00260269,9.50835,30.5212,0.22034,0.0211665,0.174127,0.000189991,0.00750478,0.00485957,0.00295642,0.00256962,0.00646491,0.0131412,8.64131e-05,NA,NA,NA,NA,NA,0.476229,0.516965,0.723558,0.738406,0.813439,0.906207,0.953728,0.997399,1.10258,1.21746,1.4012,1.4558,1.69704
simulation,20,20,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.15464,FOCE_I,NA,199.77,249.54,-20646.939602605828,624.36,1902.73,22.7032,0.78374,19.4342,0.000363418,0.0317458,0.0378716,0.00960435,0.0398943,0.047288,0.0216724,0.0024895,8.97116,32.0416,0.213509,0.0180407,0.169527,0.000186243,0.00827245,0.00449972,0.00286406,0.00238969,0.00772911,0.00717309,8.31855e-05,NA,NA,NA,NA,NA,0.515678,0.554514,0.685512,0.758993,0.859596,0.887893,0.939352,1.01734,1.03772,1.23405,1.39362,1.48895,1.62678
simulation,21,21,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.32031,FOCE_I,NA,185.3,252.09,-20602.366239871772,636.546,1855.6,22.6326,0.764988,19.202,0.000116594,0.0133837,0.0369171,0.0116502,0.0420454,0.0444488,0.0460002,0.00242961,9.18652,30.7182,0.214397,0.0201401,0.171135,0.000188658,0.00711801,0.00453551,0.00294982,0.00249661,0.00707664,0.0107939,8.08064e-05,NA,NA,NA,NA,NA,0.475089,0.559896,0.729711,0.77426,0.86859,0.90019,0.954903,1.00455,1.06026,1.20055,1.38853,1.50603,1.57745
simulation,22,22,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.61549,FOCE_I,NA,192.8,250.91,-20923.034814157949,631.521,1941.55,23.0627,0.740215,19.4257,0.00075681,0.0346054,0.036822,0.00429887,0.0395876,0.0317161,0.0327772,0.00238995,8.99883,29.5674,0.210973,0.0176172,0.169307,0.000196696,0.00875538,0.00439898,0.00270383,0.00235484,0.00533878,0.00819491,7.7993e-05,NA,NA,NA,NA,NA,0.56424,0.679249,0.692953,0.811586,0.869175,0.899903,0.950011,0.98403,1.10334,1.18913,1.32759,1.45303,1.47576
simulation,23,23,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.65599,FOCE_I,NA,196.81,254.62,-20525.483911917978,635.578,1924.59,22.8029,0.749467,19.2219,0.000476244,0.0283453,0.0425549,0.00545802,0.0371981,0.0359545,0.0441069,0.00251648,9.67905,30.9099,0.231038,0.0199847,0.162716,0.000184066,0.00815373,0.00510429,0.00272608,0.00222447,0.00679324,0.0102664,8.40426e-05,NA,NA,NA,NA,NA,0.547232,0.651509,0.704891,0.763856,0.908311,0.915152,0.944492,0.991752,1.07864,1.26473,1.34738,1.4286,1.45344
simulation,24,24,1,1,1,1,1,0,0,0,0,0,0,0,3.5,3.22248,FOCE_I,NA,183.71,247.06,-20774.110008341675,636.886,1946.25,23.2353,0.708902,19.2341,0.000616597,0.0302996,0.0338218,0.00989436,0.041882,0.0415392,0.029973,0.00246623,8.98494,31.2788,0.223952,0.016618,0.171672,0.00019699,0.00852967,0.00402692,0.00280298,0.00247945,0.00687694,0.00808603,8.20004e-05,NA,NA,NA,NA,NA,0.485186,0.582497,0.711236,0.762195,0.857973,0.88946,0.952501,0.984335,1.08237,1.22833,1.41702,1.48339,1.5635
simulation,25,25,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.62018,FOCE_I,NA,195.24,253.26,-20835.958157292880,627.33,1921.18,22.5823,0.71808,19.3151,0.000476319,0.00738241,0.0438762,0.00442692,0.0364386,0.0309374,0.0382174,0.00231677,9.47969,29.5976,0.214055,0.0178106,0.161661,0.000186455,0.00691923,0.00517687,0.00271641,0.00216732,0.0066744,0.00929007,7.97305e-05,NA,NA,NA,NA,NA,0.568663,0.645568,0.700973,0.74305,0.865758,0.886622,0.938528,0.994837,1.09793,1.28778,1.34559,1.4347,1.49
simulation,26,26,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.81707,FOCE_I,NA,202.84,247.07,-20596.997486666140,630.933,1909.89,22.5628,0.736934,19.1648,0.000488179,0.0186555,0.0381742,0.00790653,0.0401785,0.0349781,0.0303123,0.00244675,9.21013,30.5006,0.219085,0.0177439,0.168024,0.000195243,0.00785665,0.00444053,0.00287648,0.00237711,0.00712563,0.00839356,8.27589e-05,NA,NA,NA,NA,NA,0.532633,0.61229,0.698806,0.707873,0.878766,0.92117,0.944841,0.98317,1.04136,1.32935,1.3636,1.48569,1.50046
simulation,27,27,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.95669,FOCE_I,NA,192.27,248.39,-20481.116906652223,628.079,1989.24,22.9768,0.753594,18.893,0.000546919,0.0358967,0.0361129,0.00785093,0.0423285,0.0333369,0.0391794,0.00269159,9.08276,31.2252,0.226139,0.0194466,0.170489,0.000200123,0.00892944,0.0044745,0.00282223,0.0024946,0.00644675,0.0102371,8.99692e-05,NA,NA,NA,NA,NA,0.520731,0.621161,0.70856,0.745053,0.873401,0.901843,0.955793,1.00643,1.03926,1.27741,1.38815,1.42256,1.53964
simulation,28,28,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.65041,FOCE_I,NA,187.42,251.36,-20794.037745242120,644.173,1894.22,22.7076,0.749901,19.4613,0.000490589,0.0230803,0.0412548,0.00455338,0.0374095,0.0302825,0.0222711,0.00247715,9.49833,29.5399,0.225489,0.016769,0.16477,0.000188012,0.00763326,0.00483597,0.0028731,0.00224663,0.00660803,0.00665521,8.36258e-05,NA,NA,NA,NA,NA,0.56628,0.659997,0.697819,0.749416,0.877694,0.913173,0.957871,0.993044,1.07205,1.25877,1.35613,1.39689,1.50087
simulation,29,29,1,1,1,1,1,0,0,0,0,0,0,0,3.8,2.78918,FOCE_I,NA,193.38,260.67,-20687.198310908730,627.539,1904.16,22.9711,0.750322,19.1641,0.000136323,0.0222484,0.044436,0.00789439,0.038433,0.0446587,0.0278616,0.00237914,9.50179,31.0221,0.223673,0.0175551,0.164834,0.000180852,0.00760853,0.00534011,0.00275594,0.0022758,0.00740175,0.00764472,7.98913e-05,NA,NA,NA,NA,NA,0.540713,0.617436,0.709631,0.764709,0.869413,0.888032,0.956934,1.00199,1.08869,1.24144,1.38971,1.42316,1.50814
simulation,30,30,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.66043,FOCE_I,NA,257.14,252.59,-20704.882136933607,647.63,1959.59,22.949,0.751842,19.4079,0.000304258,0.0269191,0.0306961,0.00422953,0.0394497,0.0476883,0.032354,0.00247692,8.8167,32.721,0.226941,0.0184122,0.168788,0.000192473,0.00796243,0.00407086,0.00251812,0.00233225,0.00749688,0.00817193,8.30024e-05,NA,NA,NA,NA,NA,0.557948,0.679227,0.696409,0.794899,0.854275,0.914021,0.953766,1.01349,1.07628,1.23601,1.30246,1.43683,1.48438
simulation,31,31,1,1,1,1,1,0,0,0,0,0,0,0,3.8,3.13834,FOCE_I,NA,227.26,248.27,-20738.354614266776,630.689,1906.08,22.7344,0.754777,19.3211,0.000144341,0.0266786,0.0380293,0.0104682,0.0392549,0.0343282,0.0076226,0.00252308,8.85567,30.0076,0.222445,0.013783,0.167982,0.000184613,0.00828523,0.00440891,0.00284533,0.00232989,0.00718051,0.00425851,8.47668e-05,NA,NA,NA,NA,NA,0.504574,0.552473,0.689854,0.713811,0.866648,0.872082,0.968123,0.998338,1.04366,1.31607,1.38664,1.5042,1.58352
simulation,32,32,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.7327,FOCE_I,NA,205.2,240.76,-20682.060086393121,619.915,1939.69,23.0667,0.747545,19.362,0.000492997,0.0333379,0.0368648,0.00443108,0.0386952,0.0283304,0.0194028,0.00254418,8.89287,29.158,0.218956,0.0163566,0.167476,0.00019162,0.00874725,0.00445461,0.00267747,0.00230465,0.00578094,0.0066259,8.41353e-05,NA,NA,NA,NA,NA,0.556697,0.665121,0.693015,0.76951,0.857256,0.877843,0.93314,1.01269,1.0724,1.22339,1.32663,1.49104,1.52128
simulation,33,33,1,1,1,1,1,0,0,0,0,0,0,0,3.1,3.17324,FOCE_I,NA,205.23,247.89,-20804.888526632592,629.95,1931.76,22.9091,0.732558,19.2816,0.000721519,0.0173144,0.039268,0.0111006,0.0384933,0.0368853,0.028252,0.00237607,9.1071,30.3435,0.216641,0.0168082,0.164085,0.000187477,0.0071925,0.00441629,0.00269711,0.00227706,0.00632017,0.00711088,7.90463e-05,NA,NA,NA,NA,NA,0.495225,0.557385,0.730705,0.769532,0.877078,0.911514,0.962452,1.00056,1.03514,1.24963,1.36946,1.46985,1.57147
simulation,34,34,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.86535,FOCE_I,NA,198.82,256.33,-20595.564664586345,631.889,1933.95,22.4911,0.779318,19.4562,0.000206226,0.0148206,0.0406719,0.00989108,0.0411827,0.0513298,0.0559606,0.00247295,9.4514,33.0012,0.207432,0.0219154,0.172377,0.000188199,0.00758545,0.00470172,0.0029459,0.00244204,0.00762811,0.0118494,8.21104e-05,NA,NA,NA,NA,NA,0.522202,0.58735,0.727658,0.799301,0.90705,0.921891,0.964313,0.995845,1.06022,1.18992,1.37999,1.44796,1.49629
simulation,35,35,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.81685,FOCE_I,NA,216.1,256.74,-20675.832727523833,620.54,1954.26,22.7227,0.750506,19.269,0.000433618,0.0322288,0.0372319,0.0077888,0.039478,0.0459939,0.0380231,0.00246708,8.99461,32.2472,0.211951,0.0188791,0.168119,0.000189395,0.00858669,0.0044449,0.00281801,0.0023665,0.00763608,0.00891793,8.23347e-05,NA,NA,NA,NA,NA,0.528527,0.605019,0.706109,0.771812,0.890696,0.90934,0.947629,1.00673,1.05601,1.25068,1.40052,1.43814,1.48878
simulation,36,36,1,1,1,1,1,0,0,0,0,0,0,0,3,3.05216,FOCE_I,NA,195.45,251.12,-20873.165153922993,619.051,1888.04,23.3002,0.725639,19.4605,-7.39606e-05,0.032415,0.0283003,0.00806984,0.0392611,0.0443366,0.0280851,0.00239257,8.22968,30.9837,0.221798,0.0167252,0.169277,0.000182588,0.00848198,0.00372016,0.00250559,0.00232494,0.00742579,0.00908253,8.11943e-05,NA,NA,NA,NA,NA,0.499683,0.580111,0.692844,0.717041,0.858853,0.879733,0.946372,1.00608,1.06787,1.29836,1.43743,1.49051,1.52511
simulation,37,37,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.94154,FOCE_I,NA,193.64,254.84,-20807.444790869398,636.604,1939.15,22.8413,0.7621,19.5416,0.000179592,0.0263708,0.0410484,0.00861544,0.0355806,0.0467655,0.0221379,0.00248492,9.3502,32.5233,0.228626,0.0171079,0.16194,0.000177787,0.00734488,0.00490483,0.00268648,0.00211696,0.0074424,0.00663234,8.29752e-05,NA,NA,NA,NA,NA,0.522126,0.578023,0.709109,0.770196,0.856425,0.923442,0.956258,1.00727,1.0185,1.24814,1.37369,1.50097,1.53585
simulation,38,38,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.37308,FOCE_I,NA,195.68,249.99,-20670.230405349797,636.798,1924.77,22.9489,0.764455,19.2474,0.000577629,0.0424079,0.0464234,0.0121756,0.0375239,0.0331622,0.0533995,0.00241379,9.85532,30.0928,0.216862,0.0212262,0.164147,0.000185294,0.00886077,0.00548855,0.00279898,0.00222239,0.00646363,0.0127829,8.12956e-05,NA,NA,NA,NA,NA,0.480258,0.538015,0.713804,0.749174,0.833511,0.873808,0.951686,0.989786,1.07129,1.29243,1.38323,1.50307,1.61995
simulation,39,39,1,1,1,1,1,0,0,0,0,0,0,0,4.2,2.56535,FOCE_I,NA,201.77,258.12,-20605.469122881961,630.887,1899.61,22.7055,0.77262,19.2574,0.000245732,0.0231447,0.0405354,0.00253193,0.040046,0.0416448,0.0377619,0.00252761,9.41494,31.3412,0.216981,0.0199139,0.169384,0.000192962,0.00826092,0.00477281,0.00287701,0.0023846,0.0068101,0.0104589,8.36511e-05,NA,NA,NA,NA,NA,0.579513,0.696049,0.709883,0.79876,0.875308,0.920106,0.951696,0.98831,1.11126,1.20726,1.24557,1.42964,1.48665
simulation,40,40,1,1,1,1,1,0,0,0,0,0,0,0,3.4,3.60357,FOCE_I,NA,180.54,246.6,-20715.042723785999,637.007,1898.6,22.4198,0.743829,19.3987,0.000305946,0.0331333,0.0325314,0.0111769,0.0416672,0.036585,0.0279264,0.00251778,8.75743,30.25,0.21684,0.0171037,0.173703,0.000192626,0.0090749,0.00408143,0.00273039,0.00245135,0.00655319,0.00709157,8.3101e-05,NA,NA,NA,NA,NA,0.446233,0.553227,0.714689,0.774889,0.851359,0.871702,0.962924,0.98749,1.05998,1.23512,1.39494,1.53942,1.60803
simulation,41,41,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.84239,FOCE_I,NA,192.41,252.14,-20517.101283831678,626.585,1926.04,22.5596,0.776116,19.206,0.000167564,0.0189715,0.0350409,0.00643647,0.0378819,0.0391298,0.0374926,0.00264535,8.922,31.3806,0.223397,0.0199288,0.166133,0.000186477,0.0088456,0.00449494,0.00256104,0.00223722,0.00737457,0.0100647,8.87825e-05,NA,NA,NA,NA,NA,0.537099,0.611327,0.693028,0.748141,0.864121,0.913483,0.94882,1.00428,1.07479,1.26068,1.40255,1.41504,1.52664
simulation,42,42,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.8338,FOCE_I,NA,205.16,248.11,-20602.620285899331,627.351,1875.53,23.0561,0.724812,19.1642,0.000522431,0.03377,0.0403058,0.00827462,0.0393006,0.0350309,0.0372585,0.00249049,9.36038,29.7694,0.224399,0.0180595,0.16664,0.000190353,0.00873212,0.00488463,0.00287059,0.00233762,0.00742401,0.00953522,8.43775e-05,NA,NA,NA,NA,NA,0.53363,0.587479,0.699647,0.726637,0.87065,0.900006,0.942971,0.996005,1.06987,1.27898,1.43103,1.4509,1.5122
simulation,43,43,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.33477,FOCE_I,NA,188,251.34,-20568.497791933503,632.757,1874.87,23.069,0.757361,19.4391,7.52551e-05,0.0242856,0.0301634,0.00940386,0.0385696,0.0312968,0.0459584,0.00263499,8.66803,29.5936,0.240119,0.0201418,0.167049,0.000180391,0.00804848,0.0039721,0.00252655,0.00228184,0.00610855,0.0108754,8.69543e-05,NA,NA,NA,NA,NA,0.473181,0.561964,0.709025,0.752422,0.844973,0.896849,0.938979,0.995532,1.0721,1.26906,1.38653,1.52144,1.57795
simulation,44,44,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.79073,FOCE_I,NA,182.32,246.21,-20824.627412906062,634.355,1927.74,22.8542,0.727053,19.5641,0.00026522,0.0206485,0.033113,0.00612856,0.0391011,0.0326214,0.0365981,0.00245394,8.88282,30.0127,0.214655,0.0178135,0.16926,0.000189676,0.00780617,0.00394643,0.00272003,0.00232274,0.00572461,0.00875543,8.04474e-05,NA,NA,NA,NA,NA,0.535165,0.628951,0.700053,0.787387,0.87278,0.902376,0.958096,0.996989,1.1023,1.20044,1.36822,1.45374,1.4935
