"hypothesis","sample","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","POP_V2","POP_V3","POP_Q","POP_KA","POP_CL","POP_CLCLCR","IIV_V2","IIV_CL_IIV_V2","IIV_CL","IIV_V3","IIV_KA","sigma","sePOP_V2","sePOP_V3","sePOP_Q","sePOP_KA","sePOP_CL","sePOP_CLCLCR","seIIV_V2","seIIV_CL_IIV_V2","seIIV_CL","seIIV_V3","seIIV_KA","sesigma","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12"
simulation,75,75,1,1,1,1,1,0,0,0,0,0,0,0,3.7,4.35055,FOCE_I,NA,295.48,221.35,-19758.166665874840,633.548,1928.14,22.5736,0.754841,19.6765,0.00457582,0.0479429,0.045469,0.297518,0.0393642,0.0312039,0.00250749,9.846,30.8741,0.216372,0.0180322,0.429428,0.00059734,0.00577205,0.00891083,0.0169535,0.00653545,0.00787549,8.36549e-05,NA,NA,NA,NA,NA,0.396133,0.597905,0.766807,0.819212,0.87657,0.975266,0.999557,1.00788,1.15675,1.22521,1.45531,1.7234
simulation,76,76,1,1,1,1,1,0,0,0,0,0,0,0,3.9,2.37832,FOCE_I,NA,296.27,224.63,-20136.779542227545,639.692,1925.6,22.8685,0.758496,19.8256,0.00522725,0.043981,0.0189337,0.309467,0.051965,0.0255906,0.00230584,9.73323,33.0298,0.215329,0.0169289,0.441498,0.000654351,0.00507909,0.00826388,0.0176375,0.00785553,0.00635069,7.75115e-05,NA,NA,NA,NA,NA,0.606702,0.703636,0.764174,0.866032,0.910113,0.978322,1.00192,1.03027,1.10645,1.24973,1.33972,1.44293
simulation,77,77,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.50753,FOCE_I,NA,277.06,230.99,-19739.847194161390,642.151,1851.04,22.7901,0.756036,19.4164,0.00443567,0.0488653,0.0220234,0.30986,0.0379694,0.0344177,0.00230396,10.1352,29.3897,0.222337,0.0182699,0.433666,0.00064158,0.00547898,0.00871335,0.0176241,0.00657276,0.00831629,7.74935e-05,NA,NA,NA,NA,NA,0.580428,0.699252,0.773315,0.840961,0.907799,0.95212,1.00674,1.05993,1.14582,1.24208,1.33612,1.45544
simulation,78,78,1,1,1,1,1,0,0,0,0,0,0,0,3,2.49164,FOCE_I,NA,235.33,224.61,-19882.670796409642,648.866,1891.46,22.6937,0.741082,19.3291,0.00432779,0.0315971,0.0155869,0.303686,0.0408172,0.0255747,0.00241302,8.8723,30.5593,0.211888,0.0166193,0.426698,0.00062359,0.00385372,0.00761877,0.0172927,0.00693759,0.00667589,7.97331e-05,NA,NA,NA,NA,NA,0.585906,0.702831,0.779091,0.85054,0.929651,0.951042,0.981463,1.05714,1.14359,1.22478,1.33411,1.45987
simulation,79,79,1,1,1,0,1,0,0,1,0,0,0,0,1.9,3162310,FOCE_I,NA,742.34,427.68,-19945.728938999746,628.482,1936.41,22.8706,0.738664,19.642,0.00432004,0.0401111,0.0153521,0.290975,0.0351349,0.0279013,0.00294013,0.00459158,0.0157602,0.190842,0.0114066,0.000164955,0.000359548,0.000281225,0.0024353,0.0164212,0.00592328,0.00783113,7.30701e-08,NA,NA,NA,NA,NA,7.01392e-07,0.0170252,0.812274,0.976994,0.980638,0.991961,0.999505,0.99957,1.00266,1.00601,1.99533,2.21802
simulation,80,80,1,1,1,1,1,0,0,0,0,0,0,0,3.8,3.31998,FOCE_I,NA,251.01,217.59,-19700.377090547750,614.99,1847.52,22.9792,0.73479,19.1491,0.00405922,0.0340191,0.0301049,0.270183,0.0448635,0.0481603,0.00247564,8.71486,30.6825,0.213374,0.019338,0.398518,0.000561556,0.00433478,0.00747371,0.0153953,0.00731217,0.010515,8.24164e-05,NA,NA,NA,NA,NA,0.484537,0.589532,0.760047,0.819039,0.903381,0.944341,0.993073,1.05615,1.14592,1.2164,1.47892,1.60865
simulation,81,81,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.66765,FOCE_I,NA,269.18,220.59,-19841.726497030118,630.895,1901.98,22.721,0.761928,19.6761,0.00528528,0.0343776,0.0340524,0.29388,0.0416729,0.0544592,0.00257426,9.10424,31.2482,0.21915,0.0209935,0.425859,0.000612515,0.00451685,0.00773156,0.0166962,0.00708233,0.011781,8.62883e-05,NA,NA,NA,NA,NA,0.44659,0.586694,0.754311,0.825824,0.890245,0.961442,0.999969,1.05293,1.12503,1.23349,1.48554,1.63793
simulation,82,82,1,1,1,1,1,0,0,0,0,0,0,0,3.9,3.40966,FOCE_I,NA,285.45,226.62,-20255.584450551753,619.586,1898.85,22.861,0.748696,19.783,0.00366892,0.0440533,0.0341164,0.296692,0.0358002,0.0273118,0.00241547,9.44829,29.9004,0.210553,0.0167394,0.432406,0.000614072,0.0050719,0.0084055,0.0169245,0.00617631,0.00715534,7.99861e-05,NA,NA,NA,NA,NA,0.475333,0.636296,0.764379,0.820732,0.905906,0.971329,0.99666,1.03181,1.15733,1.23255,1.38696,1.62072
simulation,83,83,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.43084,FOCE_I,NA,293.23,217.25,-19767.695737403556,633.244,1949.35,22.5413,0.743145,18.6172,0.00410507,0.0436285,0.0156155,0.311643,0.0331176,0.0327841,0.00243453,9.84757,29.9539,0.211198,0.0179207,0.418106,0.000655555,0.00512455,0.00815596,0.0177977,0.00612682,0.00879207,8.17298e-05,NA,NA,NA,NA,NA,0.591981,0.689628,0.771724,0.859785,0.86464,0.983351,1.00175,1.05864,1.14353,1.23269,1.36326,1.43901
simulation,84,84,1,1,1,1,1,0,0,0,0,0,0,0,3,2.51121,FOCE_I,NA,302.38,217.62,-19927.759254481181,629.403,1978.42,23.2255,0.753466,19.5276,0.00491586,0.0403015,0.0160922,0.295945,0.0468003,0.0372222,0.00263843,9.61866,33.2928,0.225308,0.0184779,0.425437,0.000642161,0.00477654,0.00813146,0.0169038,0.00758579,0.00915147,8.88814e-05,NA,NA,NA,NA,NA,0.581939,0.707547,0.760727,0.884826,0.901089,0.976198,0.984481,1.06384,1.1212,1.25884,1.29794,1.46137
simulation,85,85,1,1,1,0,1,0,0,1,0,0,0,0,2.4,37148600,FOCE_I,NA,575.51,449.12,-19455.678400852565,629.377,1966.44,22.5236,0.741804,18.552,0.00541306,0.0347677,0.0304456,0.338775,0.0491924,0.0534861,0.00246516,0.00428793,0.0176151,0.205856,0.00927567,0.301195,0.000307072,0.000849515,0.00422725,0.018933,0.00713278,0.011297,3.07561e-08,NA,NA,NA,NA,NA,7.64366e-08,2.90482e-07,0.000524915,0.948993,0.968819,0.998552,0.999322,0.999916,1.03045,1.18224,2.03167,2.83951
simulation,86,86,1,1,1,1,1,0,0,0,0,0,0,0,3.5,3.35508,FOCE_I,NA,218.47,226.98,-19698.182517173813,619.689,1934.57,22.7908,0.728418,19.1401,0.00355864,0.032881,0.0329968,0.306777,0.0486819,0.0297092,0.00251612,8.73511,31.9976,0.216162,0.0167516,0.427481,0.000632801,0.00411551,0.0077881,0.0174441,0.00739415,0.00752723,8.48468e-05,NA,NA,NA,NA,NA,0.468595,0.620877,0.750397,0.814475,0.898755,0.964901,0.999115,1.02112,1.18424,1.25196,1.45339,1.57218
simulation,87,87,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.67166,FOCE_I,NA,208.21,224.12,-19685.873336725017,637.067,1944.85,23.1711,0.768919,19.2452,0.00362479,0.0387794,0.0192624,0.33206,0.0461632,0.032509,0.0025858,9.58691,32.6862,0.226072,0.0189551,0.445694,0.000617171,0.00465177,0.00832757,0.0189391,0.00783296,0.00793491,8.69906e-05,NA,NA,NA,NA,NA,0.570332,0.679531,0.758106,0.829919,0.915999,0.968104,0.973855,1.03429,1.15665,1.2428,1.34667,1.52373
simulation,88,88,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.45505,FOCE_I,NA,349.23,217.65,-19679.501642918200,646.784,1945.61,22.8081,0.778146,19.0757,0.00423322,0.0374599,0.0154249,0.313233,0.0388781,0.0474528,0.002503,9.58636,31.4441,0.222094,0.0208988,0.42737,0.000629459,0.00493287,0.00809615,0.0178641,0.00711292,0.0114433,8.46685e-05,NA,NA,NA,NA,NA,0.608554,0.664147,0.753133,0.858622,0.885718,0.943821,0.987482,1.07532,1.13358,1.27392,1.32166,1.49403
simulation,89,89,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.92873,FOCE_I,NA,269.66,226.8,-19495.521939966082,627.266,1901.43,22.7273,0.765522,18.9483,0.00468902,0.0356277,0.0314469,0.28109,0.039453,0.0402651,0.0026575,9.07208,31.3432,0.222135,0.020106,0.401545,0.000565227,0.00449129,0.00745261,0.0160467,0.00712684,0.0100189,8.90829e-05,NA,NA,NA,NA,NA,0.512076,0.604937,0.743082,0.838269,0.855294,0.972851,0.985563,1.06324,1.13515,1.30151,1.48829,1.49973
simulation,90,90,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.91671,FOCE_I,NA,228.97,230.2,-19818.284967008109,627.803,1900.68,23.1024,0.727262,18.8317,0.00574418,0.0378316,0.0308554,0.316457,0.0460891,0.0421895,0.00241264,9.32405,31.1307,0.211859,0.0185381,0.422462,0.000651989,0.00454419,0.00806815,0.0180106,0.00695461,0.00920694,8.05603e-05,NA,NA,NA,NA,NA,0.524884,0.64975,0.76977,0.850396,0.915714,0.94524,0.998892,1.03662,1.1171,1.21048,1.45021,1.53094
simulation,91,91,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.5152,FOCE_I,NA,259.04,213.39,-20020.180623634635,631.888,1959.61,22.7982,0.75319,19.7716,0.0049263,0.0470852,0.0181644,0.300142,0.0289007,0.029558,0.00259939,9.93814,29.6538,0.222998,0.017371,0.432879,0.000639656,0.00533588,0.008384,0.0170764,0.00551043,0.00706763,8.56992e-05,NA,NA,NA,NA,NA,0.58016,0.707498,0.778055,0.87238,0.907335,0.974697,0.992942,1.03235,1.10402,1.24497,1.34637,1.45922
simulation,92,92,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.46065,FOCE_I,NA,193.15,226.96,-19695.585515752478,625.947,1915.43,22.9354,0.769423,18.7979,0.00463676,0.0298735,0.00965802,0.315926,0.0470974,0.0582433,0.00238078,8.7544,31.1146,0.216517,0.021325,0.422843,0.000638288,0.00381149,0.00778353,0.0180303,0.00719481,0.0119228,7.94564e-05,NA,NA,NA,NA,NA,0.599694,0.716782,0.772498,0.898518,0.910025,0.954195,0.978855,1.0665,1.12677,1.212,1.28852,1.47564
simulation,93,93,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.02866,FOCE_I,NA,287.32,220.84,-19975.081065406368,632.922,1930.96,23.0085,0.717212,19.4437,0.00589903,0.0420244,0.0296757,0.322732,0.0404131,0.0328591,0.00251278,9.77389,30.954,0.225673,0.0169159,0.440822,0.000661024,0.00486203,0.00810885,0.0183151,0.0063587,0.00776757,8.35917e-05,NA,NA,NA,NA,NA,0.522962,0.657197,0.792388,0.830893,0.918143,0.972256,1.0018,1.03022,1.11013,1.20373,1.3764,1.58387
simulation,94,94,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.38777,FOCE_I,NA,228.39,232.22,-19683.030307736386,625.67,1898.86,22.7796,0.736887,18.9676,0.00589659,0.0396096,0.0103369,0.287778,0.0523109,0.0541058,0.00243762,9.51715,32.3565,0.224679,0.0199425,0.405659,0.00062213,0.00491837,0.00771008,0.0164448,0.00824306,0.0118058,8.29078e-05,NA,NA,NA,NA,NA,0.614465,0.699693,0.767394,0.905301,0.921779,0.947374,0.984972,1.04982,1.12593,1.2447,1.27137,1.4672
simulation,95,95,1,1,1,1,1,0,0,0,0,0,0,0,4.9,2.37811,FOCE_I,NA,285.36,229.83,-19611.206134673874,647.801,1946.06,22.3158,0.743649,19.523,0.00489626,0.0467818,0.0182193,0.319844,0.0322599,0.0368811,0.00248968,10.2132,29.9977,0.208974,0.018494,0.442047,0.000657219,0.00543889,0.00848485,0.0181611,0.0053041,0.00982802,8.19823e-05,NA,NA,NA,NA,NA,0.60473,0.710996,0.780708,0.876712,0.892248,0.976233,0.989541,1.07004,1.11277,1.22427,1.32364,1.43811
simulation,96,96,1,1,1,1,1,0,0,0,0,0,0,0,3,25258000,FOCE_I,NA,506.38,423.45,-20175.180448403415,615.658,1912.23,23.0117,0.74084,19.7529,0.00345694,0.0375558,0.0262452,0.319576,0.0180373,0.0508976,0.00280417,0.0594426,41.1569,0.000156315,0.000950825,0.51294,1.1577e-05,0.000148085,0.00101604,0.0182544,0.00461263,0.0133129,5.73968e-08,NA,NA,NA,NA,NA,2.05075e-07,8.43526e-06,0.00224254,0.00612335,0.356723,0.741499,0.813883,0.999609,0.999722,1.13473,1.76566,5.17979
simulation,97,97,1,1,1,1,1,0,0,0,0,0,0,0,4.5,2.66894,FOCE_I,NA,220.22,220.14,-19560.734200124898,627.098,1945.39,22.4728,0.750826,18.6417,0.00493778,0.0330815,0.0212147,0.309239,0.040414,0.0443991,0.00254885,8.92974,31.5557,0.202386,0.0198628,0.414157,0.000638175,0.00415868,0.00743634,0.017651,0.00681495,0.00944118,8.43081e-05,NA,NA,NA,NA,NA,0.558083,0.672572,0.780468,0.879975,0.894711,0.961495,0.984113,1.05266,1.13903,1.22362,1.36379,1.48949
simulation,98,98,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.80822,FOCE_I,NA,236.68,217.3,-20126.361273114901,631.601,1940.63,22.736,0.731291,19.9739,0.0036542,0.0399183,0.0245659,0.276671,0.039871,0.0371474,0.0024586,9.43159,31.2167,0.21458,0.0175942,0.422357,0.000586552,0.00475048,0.00742377,0.0157398,0.00667054,0.00802086,8.21114e-05,NA,NA,NA,NA,NA,0.540218,0.68649,0.794013,0.826107,0.909693,0.960813,0.973384,1.06846,1.16557,1.2146,1.3436,1.51705
simulation,99,99,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.74694,FOCE_I,NA,317.98,223.08,-19564.989430814512,636.608,1888.23,23.0219,0.734619,18.5109,0.00452099,0.0396484,0.0184861,0.323182,0.044077,0.0422635,0.00256987,9.81635,31.1729,0.222116,0.0195363,0.423855,0.000700483,0.00491395,0.00874329,0.0184186,0.00685519,0.0111995,8.58724e-05,NA,NA,NA,NA,NA,0.567552,0.689758,0.768114,0.865839,0.911792,0.960961,0.974776,1.06492,1.14375,1.18716,1.30636,1.55903
simulation,100,100,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.65147,FOCE_I,NA,210.16,220.77,-19875.973342593574,636.729,1942.9,23.1615,0.759837,19.7348,0.00559675,0.0424449,0.0322071,0.325057,0.0285204,0.0312358,0.00249901,9.56837,29.0023,0.222387,0.0179435,0.449097,0.000647878,0.00485615,0.00863853,0.0184766,0.00553063,0.00806409,8.27693e-05,NA,NA,NA,NA,NA,0.557191,0.658537,0.765454,0.856486,0.90626,0.971573,0.999996,1.02275,1.123,1.25355,1.40783,1.47737
simulation,101,101,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.60284,FOCE_I,NA,187.1,210.32,-19959.308611880300,647.695,1918.81,23.1644,0.771593,19.5141,0.00581509,0.0376688,0.0257128,0.283737,0.0388816,0.0159104,0.00256225,9.31772,30.946,0.220229,0.0161984,0.414676,0.000621463,0.00437383,0.00793423,0.0161557,0.00632767,0.00553502,8.43047e-05,NA,NA,NA,NA,NA,0.572017,0.642641,0.765643,0.853914,0.925318,0.961281,1.00139,1.02247,1.12977,1.22246,1.41423,1.48887
simulation,102,102,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.56533,FOCE_I,NA,272.1,218.84,-19981.924080309236,632.649,1941.95,23.2768,0.728104,19.7063,0.0045393,0.0352903,0.0168776,0.293473,0.0374967,0.0393946,0.00247273,9.18566,30.7844,0.210271,0.0183559,0.428385,0.000608702,0.00433985,0.00774822,0.0167826,0.00669234,0.0091863,8.24364e-05,NA,NA,NA,NA,NA,0.584256,0.663046,0.756417,0.852166,0.9142,0.964488,0.979097,1.0424,1.13946,1.25234,1.35332,1.49881
simulation,103,103,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.54189,FOCE_I,NA,281.49,223.32,-19744.450121751081,642.751,1923.33,22.7399,0.754378,19.5786,0.00514854,0.0315534,0.0186608,0.313249,0.0354907,0.0381171,0.00249132,8.80107,30.1825,0.216412,0.0188355,0.437759,0.000640899,0.00391895,0.00703244,0.0178092,0.00642906,0.00864618,8.23978e-05,NA,NA,NA,NA,NA,0.581071,0.695418,0.787098,0.859349,0.913943,0.967142,0.99296,1.06372,1.12081,1.22621,1.31526,1.47702
simulation,104,104,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.63519,FOCE_I,NA,199.66,216.09,-19742.270099355570,616.307,1941.19,22.7576,0.763161,18.6507,0.0050679,0.0308017,0.0188721,0.296869,0.0437329,0.0282413,0.00245623,8.39092,31.2713,0.212216,0.0175174,0.405739,0.000609248,0.00379872,0.0075261,0.01689,0.00704405,0.0069112,8.22715e-05,NA,NA,NA,NA,NA,0.560514,0.688299,0.770745,0.852013,0.893168,0.978656,0.986867,1.05267,1.13024,1.26406,1.34572,1.47706
simulation,105,105,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.73839,FOCE_I,NA,264.52,222.75,-19427.087554749643,630.417,1861.47,22.5797,0.760205,19.4655,0.00439468,0.0404543,0.030476,0.338692,0.0460522,0.0443466,0.00260228,9.48691,31.6964,0.224028,0.0197076,0.451861,0.000624023,0.00486405,0.008508,0.0192558,0.00741803,0.0104351,8.70133e-05,NA,NA,NA,NA,NA,0.539579,0.65084,0.765643,0.849336,0.880083,0.960695,1.00422,1.046,1.14045,1.2461,1.43947,1.47758
simulation,106,106,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.75818,FOCE_I,NA,300.16,219.16,-19880.657365376479,627.424,1910.73,23.072,0.777691,19.5389,0.00490775,0.0407308,0.0243496,0.299595,0.0368357,0.0511083,0.00243063,9.36029,30.0393,0.210299,0.0213109,0.427671,0.000634494,0.00487919,0.00763118,0.0170364,0.00628508,0.0123316,8.16551e-05,NA,NA,NA,NA,NA,0.550028,0.647413,0.774182,0.856526,0.900707,0.940756,0.994906,1.05862,1.13609,1.24562,1.37808,1.51707
simulation,107,107,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.69912,FOCE_I,NA,273.28,224.44,-19888.057545005027,625.335,1915.34,22.8503,0.711834,19.5694,0.00583468,0.0442665,0.023642,0.308376,0.0394342,0.0249773,0.00252738,9.66048,31.0936,0.212561,0.0158213,0.434081,0.000657394,0.00516559,0.00815608,0.0175735,0.00621121,0.00669449,8.32368e-05,NA,NA,NA,NA,NA,0.544569,0.68429,0.79679,0.868654,0.909787,0.985973,1.0143,1.03623,1.10357,1.19696,1.38902,1.46986
simulation,108,108,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.76382,FOCE_I,NA,260.39,235.38,-20128.336637842214,624.015,1902.47,22.9318,0.725481,19.9796,0.00510911,0.0375237,0.0270282,0.289933,0.0511069,0.0429878,0.00235098,9.16483,32.0686,0.218526,0.0180366,0.42966,0.000608001,0.00457121,0.00771616,0.0165367,0.00782505,0.00939067,7.88893e-05,NA,NA,NA,NA,NA,0.541567,0.633939,0.766327,0.853289,0.907531,0.984386,0.991085,1.04706,1.12181,1.22138,1.43483,1.4968
simulation,109,109,1,1,1,1,1,0,0,0,0,0,0,0,3.3,52335200,FOCE_I,NA,953.36,455.61,-19576.334294099870,633.519,1946.86,22.9268,0.749723,18.811,0.00494907,0.0432505,0.0376085,0.354699,0.0393741,0.0283523,0.0028091,0.00665405,33.5461,0.000153354,5.42791e-06,8.1231e-05,5.00484e-08,0.000511516,0.00387604,0.024431,0.0465277,0.0645182,0.000123662,NA,NA,NA,NA,NA,1.13852e-07,0.00101706,0.015589,0.0848939,0.254259,0.490548,0.834211,0.992819,0.999197,1.16102,1.20796,5.95848
simulation,110,110,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.54972,FOCE_I,NA,314.55,232.07,-19849.950166463797,627.847,1917.71,22.9548,0.738635,19.3031,0.00543183,0.0433734,0.027111,0.311734,0.0347955,0.0270053,0.00247531,9.56369,30.1441,0.213834,0.0167085,0.431024,0.00064126,0.00520081,0.00845109,0.0177724,0.00685655,0.00718039,8.39174e-05,NA,NA,NA,NA,NA,0.567179,0.650615,0.712316,0.85308,0.894822,0.964778,1.00167,1.04305,1.13005,1.30635,1.42994,1.44615
simulation,111,111,1,1,1,1,1,0,0,0,0,0,0,0,3.3,357.662,FOCE_I,NA,863.98,461.23,-19930.583979652580,639.749,1924.07,22.8035,0.748628,19.3643,0.00521895,0.0393074,0.0145069,0.273092,0.029199,0.0578127,0.00256567,0.00321145,0.0242764,0.000114509,5.04498e-06,0.000128766,2.78907e-08,2.72889e-06,0.00797948,0.0108259,0.0050112,0.0109261,3.42892e-12,NA,NA,NA,NA,NA,0.0104749,0.044125,0.0519137,0.361854,0.554978,0.62847,0.879585,1,1.20239,1.38083,2.13891,3.74647
simulation,112,112,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.68879,FOCE_I,NA,221.94,223.41,-19364.683415795971,629.415,1934.34,22.6507,0.752069,18.5768,0.00522136,0.0337643,0.0252855,0.306744,0.0363227,0.0462047,0.00243777,8.89169,29.8142,0.218586,0.0197547,0.411972,0.000636989,0.00423614,0.00746074,0.0174714,0.00614261,0.010551,8.14605e-05,NA,NA,NA,NA,NA,0.546858,0.648985,0.76273,0.835123,0.890331,0.97591,0.993167,1.05387,1.12769,1.24163,1.45332,1.47039
simulation,113,113,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.08984,FOCE_I,NA,205.81,224.07,-19699.231197210967,621.135,1933.28,22.944,0.735693,18.7859,0.00488099,0.040554,0.0329724,0.30102,0.0485596,0.0258358,0.00238938,9.17796,31.7448,0.211452,0.0163988,0.413453,0.000618317,0.0047393,0.00808392,0.0173044,0.00753878,0.00676958,8.02947e-05,NA,NA,NA,NA,NA,0.501187,0.636182,0.75854,0.834361,0.911805,0.968696,1.0011,1.04114,1.1435,1.2355,1.41941,1.54859
simulation,114,114,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.59491,FOCE_I,NA,269.54,231.81,-19664.826179657044,619.82,1862.15,22.9765,0.74193,19.5249,0.00464263,0.0388971,0.025152,0.329492,0.0344125,0.0530216,0.00238785,9.31492,29.0766,0.216169,0.0199366,0.447852,0.000664254,0.00486886,0.00834068,0.0187278,0.00560578,0.0116611,7.871e-05,NA,NA,NA,NA,NA,0.56203,0.64625,0.782362,0.853391,0.900013,0.943217,0.990145,1.0645,1.12359,1.22127,1.45482,1.45842
simulation,115,115,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.23296,FOCE_I,NA,209.2,219.6,-19932.807696082022,631.091,1927.76,23.2286,0.743721,18.7843,0.00510127,0.0383142,0.0293663,0.291038,0.0396699,0.0393216,0.00250215,9.43732,30.4659,0.221013,0.0186564,0.405896,0.000617335,0.00468093,0.00743952,0.0165474,0.0062015,0.00897713,8.2728e-05,NA,NA,NA,NA,NA,0.485188,0.657616,0.781691,0.855848,0.883797,0.984712,1.00089,1.04753,1.11281,1.22973,1.39159,1.56859
simulation,116,116,1,1,1,1,1,0,0,0,0,0,0,0,3.5,3.17886,FOCE_I,NA,273.62,214.93,-20227.275324933809,625.827,1955.51,22.9278,0.719112,19.5845,0.00551233,0.0381857,0.0323393,0.297053,0.0346029,0.0363411,0.00255567,9.18687,30.2306,0.218455,0.0170998,0.426176,0.000614451,0.00450816,0.00788621,0.0168928,0.00633069,0.0085455,8.50751e-05,NA,NA,NA,NA,NA,0.491776,0.639011,0.754283,0.854953,0.902114,0.967409,1.00161,1.03279,1.14714,1.25519,1.39045,1.56328
simulation,117,117,1,1,1,1,1,0,0,0,0,0,0,0,4,2.75685,FOCE_I,NA,294.15,213.9,-19773.486857108252,623.797,1858.71,22.8201,0.744514,19.2984,0.00441202,0.0407016,0.0257261,0.300098,0.0249,0.0309146,0.00255778,9.30356,27.0293,0.224388,0.01764,0.424158,0.000616835,0.00495799,0.00838598,0.0170803,0.00540266,0.00873142,8.49691e-05,NA,NA,NA,NA,NA,0.547792,0.642833,0.735508,0.839241,0.895936,0.943076,0.998221,1.04723,1.15434,1.25945,1.42619,1.51018
simulation,118,118,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.45282,FOCE_I,NA,222.54,209.11,-19838.883870967584,623.824,1887.27,22.6486,0.759552,19.8231,0.00478663,0.040572,0.0229409,0.29852,0.0272165,0.0230242,0.00265934,9.18313,28.6732,0.220965,0.016926,0.433095,0.000626933,0.00460663,0.00811418,0.0170429,0.00519311,0.00674895,8.66321e-05,NA,NA,NA,NA,NA,0.587699,0.688786,0.786189,0.867287,0.924734,0.95288,0.989551,1.04212,1.13935,1.20313,1.37675,1.44152
simulation,119,119,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.32924,FOCE_I,NA,206.52,231.22,-19712.138624910538,622.299,1954,22.7918,0.750498,19.1859,0.00415935,0.0450706,0.0158877,0.29486,0.0364245,0.014839,0.00258522,9.43455,30.8936,0.200263,0.0155004,0.418109,0.000620624,0.0052611,0.00835592,0.0168824,0.00662862,0.00583679,8.60463e-05,NA,NA,NA,NA,NA,0.604641,0.701734,0.772725,0.87114,0.924758,0.947678,0.9756,1.05546,1.14029,1.24437,1.35325,1.40836
simulation,120,120,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.84906,FOCE_I,NA,220.23,227.09,-19798.753134350984,628.347,1921.63,22.4842,0.747339,19.0128,0.00634273,0.0432034,0.0271542,0.287009,0.0403393,0.0375226,0.0024179,9.52503,31.0489,0.209212,0.0184292,0.406107,0.000627241,0.00511283,0.00814975,0.0163941,0.00625531,0.00923303,8.01475e-05,NA,NA,NA,NA,NA,0.5292,0.659423,0.787677,0.862705,0.88756,0.963864,0.998402,1.03909,1.11472,1.23944,1.4102,1.50772
simulation,121,121,1,1,1,1,1,0,0,0,0,0,0,0,4.2,2.82431,FOCE_I,NA,218.96,219.6,-19493.917732862796,621.729,1958.91,23.0005,0.736361,19.1932,0.00493293,0.0276309,0.0237526,0.305235,0.036273,0.0281686,0.0026084,8.2153,30.8231,0.220149,0.0173062,0.424831,0.000658624,0.00358202,0.0073446,0.0173823,0.00605507,0.00808403,8.59658e-05,NA,NA,NA,NA,NA,0.53862,0.627402,0.770552,0.840495,0.893339,0.963471,0.995621,1.04832,1.12783,1.2267,1.44641,1.52123
simulation,122,122,1,1,1,1,1,0,0,0,0,0,0,0,4.9,2.5609,FOCE_I,NA,307.97,218.77,-19857.080445730899,638.492,1913.16,23.063,0.774239,18.9821,0.00472966,0.0420751,0.0254935,0.316789,0.0444722,0.0425048,0.00240781,9.79133,31.2522,0.213038,0.0202144,0.427388,0.000656188,0.00496101,0.00832951,0.018067,0.00689844,0.00932699,8.00572e-05,NA,NA,NA,NA,NA,0.57969,0.66235,0.77458,0.868671,0.890963,0.990963,1.00047,1.04352,1.11545,1.23491,1.3539,1.48453
