"hypothesis","sample","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","POP_V2","POP_V3","POP_Q","POP_KA","POP_CL","POP_CLCLCR","IIV_V2","IIV_CL_IIV_V2","IIV_CL","IIV_V3","IIV_KA","sigma","sePOP_V2","sePOP_V3","sePOP_Q","sePOP_KA","sePOP_CL","sePOP_CLCLCR","seIIV_V2","seIIV_CL_IIV_V2","seIIV_CL","seIIV_V3","seIIV_KA","sesigma","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12"
simulation,27,27,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.53186,FOCE_I,NA,305.76,219.6,-19939.895469615847,633.689,1914.01,23.3671,0.721114,19.3625,0.00519479,0.0417057,0.0231178,0.311548,0.0336561,0.0427848,0.00237551,9.58224,29.2218,0.215654,0.0181581,0.432324,0.000644285,0.00495325,0.00847419,0.017793,0.00600003,0.0113346,7.95894e-05,NA,NA,NA,NA,NA,0.586197,0.638129,0.760632,0.85251,0.886938,0.944467,0.994954,1.08563,1.13232,1.26662,1.36743,1.48417
simulation,28,28,1,1,1,1,1,0,0,0,0,0,0,0,4.6,2.29045,FOCE_I,NA,238.59,221.43,-19642.766923441886,650.339,1909.39,22.7306,0.748673,19.1225,0.00430131,0.0502545,0.014447,0.302618,0.0360982,0.0355939,0.00246722,10.5726,30.0553,0.213545,0.0186323,0.421774,0.000654208,0.00573985,0.00880337,0.0172408,0.00650376,0.00855254,8.23587e-05,NA,NA,NA,NA,NA,0.623543,0.714179,0.803719,0.883627,0.899644,0.926652,0.997076,1.09261,1.14726,1.23076,1.25274,1.42819
simulation,29,29,1,1,1,1,1,0,0,0,0,0,0,0,3.5,2.84644,FOCE_I,NA,217.18,216.55,-19829.698870123550,649.404,1903.92,22.5447,0.740831,19.8234,0.00381759,0.0420485,0.0272651,0.293809,0.036165,0.0216285,0.00243935,9.6889,30.3293,0.209095,0.0162295,0.431864,0.000615096,0.00491273,0.00844708,0.0167642,0.00576375,0.00627997,8.00497e-05,NA,NA,NA,NA,NA,0.524929,0.646,0.777424,0.835758,0.883731,0.962152,1.00331,1.02542,1.15942,1.2056,1.48207,1.49418
simulation,30,30,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.47663,FOCE_I,NA,291.16,217.19,-20012.306399730765,629.925,1909.25,22.8719,0.743438,19.2772,0.00493903,0.043321,0.0131097,0.291721,0.036992,0.0365176,0.00248321,9.76552,30.0737,0.210466,0.0183488,0.416497,0.000628642,0.00513171,0.00799884,0.0166473,0.0061416,0.00918475,8.21552e-05,NA,NA,NA,NA,NA,0.603421,0.711058,0.780085,0.879168,0.90736,0.964601,0.981474,1.05176,1.11855,1.21795,1.29013,1.49445
simulation,31,31,1,1,1,1,1,0,0,0,0,0,0,0,3.9,2.70513,FOCE_I,NA,189.6,218.32,-19485.267238378787,631.992,1884.15,22.6375,0.754135,19.0435,0.00530111,0.0438732,0.0241083,0.290771,0.035426,0.0335774,0.00259932,9.67935,30.1178,0.218818,0.0188292,0.411141,0.000634647,0.00499313,0.00849309,0.016572,0.00609688,0.00950609,8.56375e-05,NA,NA,NA,NA,NA,0.557787,0.661845,0.77829,0.850532,0.917069,0.962309,0.99042,1.04281,1.12811,1.21966,1.38228,1.50888
simulation,32,32,1,1,1,0,1,0,0,1,0,0,0,0,1.9,38032.5,FOCE_I,NA,588.42,419.17,-20014.362928407892,629.245,1899.97,22.5575,0.729164,19.6052,0.00511619,0.0394367,0.0369047,0.324107,0.0153218,0.0269687,0.00302028,0.00504673,0.0175199,0.000110108,3.94528e-06,0.000186257,7.29766e-08,0.00279991,0.0037658,0.0157449,0.00385908,0.0149529,9.25832e-08,NA,NA,NA,NA,NA,0.000113207,0.125807,0.231762,0.436215,0.561735,0.716547,0.716903,0.717911,0.848291,1.34003,1.99914,4.30555
simulation,33,33,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.57487,FOCE_I,NA,281.32,221.22,-20164.040116402080,632.519,1900.31,22.9968,0.732569,20.1717,0.00505315,0.0469773,0.0189383,0.278653,0.0374774,0.0551778,0.00259819,10.2316,31.0699,0.219443,0.0196836,0.426164,0.000602218,0.00547451,0.00819732,0.0159113,0.00632211,0.0109223,8.58254e-05,NA,NA,NA,NA,NA,0.572733,0.725684,0.811071,0.876951,0.931995,0.966873,0.99118,1.05436,1.12004,1.18848,1.28592,1.47471
simulation,34,34,1,1,1,1,1,0,0,0,0,0,0,0,4.4,2.63246,FOCE_I,NA,212.3,219.6,-20185.234725754952,642.073,1929.3,22.6854,0.754957,19.3559,0.00465945,0.0353046,0.00892215,0.319746,0.0360365,0.0299086,0.00228572,9.20513,29.8893,0.202444,0.0178417,0.436934,0.00064331,0.00440374,0.00770976,0.0181914,0.00587418,0.0079051,7.56674e-05,NA,NA,NA,NA,NA,0.601961,0.723617,0.762908,0.862619,0.910999,0.933259,0.989726,1.05215,1.10125,1.19441,1.28247,1.58464
simulation,35,35,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.74468,FOCE_I,NA,209.99,212.93,-19269.880083362306,618.766,1950.32,23.1123,0.73094,18.1806,0.00552551,0.0339863,0.0298948,0.320125,0.0357128,0.0357208,0.002564,8.89986,29.8232,0.211837,0.0182749,0.409607,0.000651211,0.0044044,0.00761563,0.0182003,0.00641161,0.00872606,8.61418e-05,NA,NA,NA,NA,NA,0.548008,0.595874,0.723385,0.86383,0.894236,0.959847,0.997685,1.05283,1.12,1.28676,1.45344,1.50411
simulation,36,36,1,1,1,1,1,0,0,0,0,0,0,0,3.8,2.60851,FOCE_I,NA,314.02,222.57,-19762.073338735259,633.958,1940.61,22.7261,0.737889,18.9178,0.00418816,0.0394201,0.0269314,0.302402,0.0448873,0.031389,0.00230713,9.26891,31.2372,0.201616,0.017124,0.416275,0.000593318,0.00474989,0.00782477,0.0171951,0.0069232,0.00743079,7.68573e-05,NA,NA,NA,NA,NA,0.56492,0.635368,0.778344,0.83975,0.936106,0.944459,0.993641,1.0383,1.15767,1.2137,1.42414,1.4736
simulation,37,37,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.47499,FOCE_I,NA,274.01,219.42,-19604.647522338688,634.298,1918.42,22.7559,0.766032,19.2297,0.00505922,0.0390543,0.0228497,0.286313,0.0333852,0.0356142,0.00248966,9.32183,29.8817,0.211022,0.0193205,0.411397,0.000601646,0.00468466,0.00796635,0.0163372,0.00594414,0.0090391,8.23954e-05,NA,NA,NA,NA,NA,0.590011,0.651512,0.778409,0.853515,0.914401,0.930469,0.99707,1.06901,1.12864,1.2424,1.38429,1.46027
simulation,38,38,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.50318,FOCE_I,NA,230.8,214.66,-20148.246387530769,622.814,1895.25,23.1296,0.731453,19.7934,0.0046419,0.0417404,0.0379844,0.304613,0.0415221,0.0473341,0.00240349,9.37933,30.8229,0.212152,0.0187556,0.437699,0.000648867,0.00484217,0.00832688,0.0173642,0.00652603,0.00978672,8.00115e-05,NA,NA,NA,NA,NA,0.456891,0.619405,0.788038,0.829278,0.901287,0.970138,0.992576,1.04086,1.14376,1.20169,1.45551,1.60057
simulation,39,39,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.43985,FOCE_I,NA,289.16,223.36,-19667.649202264740,619.602,1945.16,22.4068,0.748975,19.0958,0.00517103,0.03743,0.0208415,0.311527,0.0440074,0.0208468,0.00249433,8.91069,31.8642,0.204338,0.0161425,0.425904,0.000624043,0.00435001,0.00777573,0.0177331,0.00671645,0.0063479,8.22734e-05,NA,NA,NA,NA,NA,0.595294,0.696436,0.782887,0.868956,0.921271,0.94699,0.999828,1.05509,1.12782,1.20638,1.34662,1.45243
simulation,40,40,1,1,1,1,1,0,0,0,0,0,0,0,3.9,2.4448,FOCE_I,NA,269.99,220.16,-19569.876823789356,633.836,1919.66,22.901,0.726667,19.1828,0.0056094,0.0360645,0.0158857,0.312954,0.0407434,0.0391304,0.00253942,9.22797,30.7905,0.218821,0.0181312,0.429096,0.000652668,0.00453739,0.00764849,0.0179039,0.00676865,0.00948801,8.45098e-05,NA,NA,NA,NA,NA,0.590949,0.690573,0.813608,0.891261,0.900717,0.940698,0.984206,1.07278,1.17708,1.21536,1.27802,1.44475
simulation,41,41,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.36788,FOCE_I,NA,278.32,221.93,-19501.215478129852,625.78,1909.44,22.847,0.72586,19.0661,0.00447677,0.0393982,0.0201055,0.294891,0.0383129,0.0310359,0.00250868,9.24824,30.5571,0.218935,0.017393,0.414603,0.000596138,0.00481966,0.00766337,0.0168201,0.00641152,0.00809972,8.28667e-05,NA,NA,NA,NA,NA,0.610379,0.665731,0.77002,0.851727,0.91148,0.968961,0.995077,1.0547,1.13271,1.21451,1.37939,1.44531
simulation,42,42,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.74047,FOCE_I,NA,221.71,220.68,-19734.524677307261,643.79,1915.78,22.6278,0.76081,18.9601,0.0039012,0.0332285,0.0212122,0.307512,0.039536,0.0271261,0.00254808,9.12402,30.4832,0.213103,0.0176991,0.421707,0.000623387,0.00396645,0.00780443,0.0174618,0.00668117,0.00732974,8.42828e-05,NA,NA,NA,NA,NA,0.544072,0.694029,0.766926,0.851453,0.933062,0.96011,0.993162,1.0264,1.14693,1.24118,1.35166,1.49101
simulation,43,43,1,1,1,0,1,0,0,1,0,0,0,0,2.8,278.164,FOCE_I,NA,567,458.27,-19934.562300712831,639.078,1944.67,23.1947,0.760614,19.4967,0.00481655,0.0323807,0.0191074,0.321189,0.033638,0.0424854,0.00251421,8.87856,0.0258243,0.000281776,0.0193116,0.441333,0.000661682,0.00158915,0.000980285,0.00435347,0.000189619,0.0203888,5.60195e-08,NA,NA,NA,NA,NA,0.0124528,0.137484,0.386935,0.636155,0.912745,0.995751,0.998633,0.999586,1.0257,1.0953,1.33534,3.46392
simulation,44,44,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.20794,FOCE_I,NA,194.97,226.53,-19846.236957435536,633.736,1896.91,22.9934,0.768795,18.7935,0.00528543,0.0344752,0.0301151,0.297079,0.0508319,0.0377274,0.00247235,9.09877,31.9029,0.213843,0.0192061,0.409465,0.000634905,0.00425469,0.00749542,0.016937,0.00758046,0.00935082,8.24619e-05,NA,NA,NA,NA,NA,0.476783,0.658136,0.752538,0.84709,0.90571,0.967187,1.00141,1.05838,1.12867,1.19612,1.47848,1.52949
simulation,45,45,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.50288,FOCE_I,NA,174.05,224.68,-19614.528915842562,629.838,1887.59,23.031,0.738336,19.3248,0.00399758,0.0437867,0.010791,0.256386,0.045683,0.0500417,0.00256695,9.92323,31.5497,0.22519,0.0203362,0.39274,0.000599469,0.0054681,0.00723874,0.0145855,0.00744316,0.0122592,8.71458e-05,NA,NA,NA,NA,NA,0.602692,0.697939,0.78217,0.861171,0.874187,0.963144,0.988373,1.06186,1.13838,1.2493,1.27233,1.50846
simulation,46,46,1,1,1,1,1,0,0,0,0,0,0,0,4.2,2.82419,FOCE_I,NA,266.51,214.75,-19495.389822332785,639.18,1896.59,22.8909,0.770084,19.0886,0.00387698,0.0419449,0.0304394,0.319524,0.0341087,0.045067,0.00249817,9.61736,29.2523,0.214484,0.0206368,0.432919,0.000622663,0.00518617,0.0079155,0.0181698,0.00630476,0.0114899,8.44611e-05,NA,NA,NA,NA,NA,0.52874,0.633537,0.750141,0.833019,0.87579,0.940528,0.992346,1.07687,1.15687,1.30018,1.41873,1.49326
simulation,47,47,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.90082,FOCE_I,NA,196.97,213.58,-19945.743579945913,640.767,1903.67,22.6149,0.770809,18.9944,0.00407209,0.0368811,0.0293059,0.31561,0.0265297,0.0175397,0.00241277,9.0554,27.5397,0.209241,0.0159835,0.427286,0.000630455,0.00442897,0.00759609,0.0178848,0.00537562,0.0054866,7.96295e-05,NA,NA,NA,NA,NA,0.520934,0.650278,0.75328,0.835254,0.907361,0.941923,1.00805,1.0613,1.14838,1.25044,1.41166,1.51114
simulation,48,48,1,1,1,1,1,0,0,0,0,0,0,0,4.8,2.82075,FOCE_I,NA,217.29,217.35,-19492.202397947498,637.368,1924.61,22.72,0.763116,18.6386,0.00481515,0.0299069,0.0243337,0.292775,0.0446554,0.0424624,0.00251648,8.73975,31.6743,0.214343,0.019589,0.402656,0.000605145,0.00380815,0.0073937,0.0166869,0.00704141,0.0097007,8.34062e-05,NA,NA,NA,NA,NA,0.533987,0.648403,0.78684,0.860276,0.90901,0.932907,0.999653,1.06915,1.14226,1.21459,1.39668,1.50624
simulation,49,49,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.44442,FOCE_I,NA,217.38,231.9,-19524.627006243030,631.277,1960.67,22.9285,0.746553,18.8199,0.0056069,0.036171,0.00736975,0.307883,0.044591,0.0483793,0.00261529,9.40949,32.4789,0.208807,0.0200564,0.417954,0.000649643,0.00460645,0.00755056,0.0175364,0.00667506,0.0102373,8.60452e-05,NA,NA,NA,NA,NA,0.592848,0.758383,0.837138,0.904822,0.91711,0.969301,1.00288,1.06599,1.11395,1.15859,1.22983,1.44917
simulation,50,50,1,1,1,1,1,0,0,0,0,0,0,0,3.8,3.12946,FOCE_I,NA,270.77,218.37,-19786.985715233350,627.55,1928.97,22.9367,0.721507,19.4962,0.00401916,0.0316442,0.0291359,0.30358,0.0387168,0.0440912,0.00249517,8.64227,31.2771,0.227196,0.0182614,0.43127,0.000618745,0.0041133,0.00766941,0.017307,0.00706618,0.0104365,8.36166e-05,NA,NA,NA,NA,NA,0.498963,0.599612,0.72924,0.815192,0.873642,0.961318,0.993898,1.08702,1.15485,1.25142,1.47336,1.56149
simulation,51,51,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.98979,FOCE_I,NA,183.57,211.86,-19944.837467141315,618.503,1920.75,23.0629,0.757467,19.1317,0.00510527,0.0322627,0.0247813,0.283444,0.0221097,0.0566227,0.00259955,8.78538,27.2338,0.215415,0.0209889,0.406729,0.000607689,0.00438113,0.00722673,0.0161109,0.00490364,0.0135513,8.62559e-05,NA,NA,NA,NA,NA,0.515785,0.609126,0.710886,0.807063,0.879419,0.966806,0.994043,1.07188,1.11865,1.27338,1.51087,1.54209
simulation,52,52,1,1,1,1,1,0,0,0,0,0,0,0,4.1,2.30211,FOCE_I,NA,218.73,216.91,-19559.894384379015,649.36,1958.21,22.9798,0.747822,19.0472,0.00534209,0.0503457,0.01884,0.323121,0.0331337,0.0374154,0.00246068,10.4127,30.174,0.214015,0.0188134,0.431754,0.000669453,0.00569236,0.00953149,0.0184246,0.00611306,0.00928372,8.22593e-05,NA,NA,NA,NA,NA,0.615572,0.711284,0.787792,0.877433,0.903945,0.962536,0.999565,1.04854,1.11851,1.25576,1.30196,1.41711
simulation,53,53,1,1,1,1,1,0,0,0,0,0,0,0,3.3,154891000,FOCE_I,NA,957.94,444.7,-20196.809693284238,644.978,1916.47,23.0914,0.75864,20.1181,0.00436847,0.0428445,0.0371619,0.319755,0.0345549,0.0338237,0.00246519,0.00736995,0.0210794,0.000254878,7.21804e-06,0.000179071,6.66354e-08,7.96825e-05,0.00112956,0.0221336,0.00694406,0.00364183,3.04831e-12,NA,NA,NA,NA,NA,3.38799e-08,8.72182e-06,0.0647111,0.215058,0.386616,0.409966,0.517367,0.776672,0.845837,1.47778,2.05829,5.2477
simulation,54,54,1,1,1,1,1,0,0,0,0,0,0,0,4.3,2.44595,FOCE_I,NA,218.67,220.89,-20202.612664046872,617.983,1940.15,22.8315,0.75056,19.8121,0.00426757,0.0377325,0.00714359,0.295639,0.0402612,0.0257746,0.00246827,9.07924,31.2044,0.219853,0.0161977,0.431869,0.000623142,0.00461742,0.00811794,0.0168788,0.00622426,0.00665485,8.23331e-05,NA,NA,NA,NA,NA,0.608102,0.748806,0.772329,0.888478,0.922972,0.960904,0.984503,1.07275,1.11418,1.18572,1.25386,1.48739
simulation,55,55,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.40488,FOCE_I,NA,221.66,232.12,-19805.073169062780,630.444,1905.71,22.8334,0.738429,19.0944,0.00564324,0.0442591,0.0157084,0.309473,0.0419537,0.049172,0.00241796,9.72934,30.651,0.218681,0.0195343,0.424104,0.000655116,0.00534398,0.0086275,0.0176227,0.00640059,0.00988368,8.04477e-05,NA,NA,NA,NA,NA,0.616422,0.710752,0.799624,0.887473,0.917293,0.973844,1.00004,1.06152,1.12193,1.15785,1.27083,1.48242
simulation,56,56,1,1,1,1,1,0,0,0,0,0,0,0,4.3,2.38498,FOCE_I,NA,198.66,216.62,-19743.333183439121,634.335,1883.99,22.6406,0.766923,19.0639,0.00434076,0.0412686,0.0161816,0.308368,0.0332345,0.053303,0.00252148,9.74224,29.6237,0.216299,0.0211984,0.424759,0.000662988,0.00502959,0.00804538,0.0175487,0.0063947,0.0116959,8.47067e-05,NA,NA,NA,NA,NA,0.606658,0.684179,0.783209,0.861941,0.89723,0.95965,0.976091,1.05178,1.14282,1.24723,1.34235,1.44687
simulation,57,57,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.51709,FOCE_I,NA,265.91,223.54,-19800.997526229443,631.484,1876.42,22.8473,0.708404,19.3406,0.00474246,0.0335884,0.0106371,0.301696,0.0351429,0.0324442,0.00252287,9.03682,29.6765,0.210128,0.0169022,0.424707,0.000622267,0.00426164,0.0083703,0.0172721,0.00648744,0.00868615,8.37382e-05,NA,NA,NA,NA,NA,0.59619,0.695906,0.77796,0.872214,0.91024,0.938109,0.972044,1.095,1.12922,1.24176,1.2707,1.50066
simulation,58,58,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.67069,FOCE_I,NA,286.98,221.67,-19751.661164806017,626.32,1876.83,22.643,0.74232,19.389,0.00520812,0.0344007,0.0207882,0.307049,0.0411469,0.0409443,0.00247892,8.9817,30.5612,0.216996,0.0186172,0.429376,0.000643462,0.00434972,0.00814199,0.0175002,0.00677234,0.00953656,8.26094e-05,NA,NA,NA,NA,NA,0.554807,0.637585,0.768229,0.869971,0.904037,0.950105,0.992722,1.03621,1.10292,1.26367,1.43802,1.48172
simulation,59,59,1,1,1,1,1,0,0,0,0,0,0,0,3.3,50913200,FOCE_I,NA,370.44,400.93,-18792.163907021455,692.969,1918.03,23.0927,0.809918,18.8846,0.0044248,0.0403234,0.0106414,0.30163,0.0118491,0.00940498,0.00642037,0.0113066,0.0172597,0.309561,1.17766e-05,0.000129564,0.000182221,0.000106988,0.000744568,0.0170869,0.00390208,0.00744124,6.03464e-07,NA,NA,NA,NA,NA,4.00622e-08,0.12591,0.91929,0.976531,0.999102,0.999331,0.999392,0.999523,1.00624,1.11852,1.81647,2.03969
simulation,60,60,1,1,1,1,1,0,0,0,0,0,0,0,3.7,3.21662,FOCE_I,NA,304.83,220.79,-20097.297069323879,642.173,1890.38,22.9967,0.740476,20.3421,0.00482889,0.0431303,0.031257,0.311995,0.0351733,0.0415932,0.00245,9.78903,29.8574,0.212404,0.0185006,0.454247,0.000650951,0.00514249,0.00847875,0.0177159,0.00620018,0.0095802,8.13865e-05,NA,NA,NA,NA,NA,0.487389,0.652521,0.775615,0.847583,0.902012,0.943344,0.994541,1.05653,1.13915,1.21874,1.41484,1.56775
simulation,61,61,1,1,1,1,1,0,0,0,0,0,0,0,5.2,2.37225,FOCE_I,NA,274.35,222.08,-19880.350717307680,642.542,1908.38,23.048,0.748282,19.5808,0.00461774,0.0354945,0.0129175,0.322522,0.0304762,0.0453903,0.00243266,9.19834,29.0336,0.207521,0.0193235,0.444601,0.000623636,0.00435136,0.00782472,0.0183691,0.00605849,0.00984852,8.08003e-05,NA,NA,NA,NA,NA,0.61453,0.714988,0.781064,0.889428,0.904546,0.940575,0.986197,1.08246,1.12306,1.24012,1.26521,1.45782
simulation,62,62,1,1,1,1,1,0,0,0,0,0,0,0,3.8,4.31797,FOCE_I,NA,237.28,220.57,-19915.951251058203,629.235,1905.75,22.9764,0.720833,20.1875,0.00419527,0.038221,0.0471811,0.307044,0.0293975,0.0454303,0.00245259,8.99927,28.6413,0.217698,0.0185447,0.44819,0.000612119,0.00460052,0.00788129,0.0174341,0.00575192,0.00984292,8.12468e-05,NA,NA,NA,NA,NA,0.392415,0.556706,0.729582,0.810916,0.847007,0.985327,0.999565,1.0367,1.15694,1.26501,1.5254,1.69444
simulation,63,63,1,1,1,1,1,0,0,0,0,0,0,0,3.7,3.02111,FOCE_I,NA,211.62,228.29,-19821.440648476662,626.566,1942.51,22.856,0.763484,19.0905,0.00477964,0.040529,0.0314938,0.294177,0.0423528,0.0299309,0.00249709,9.29397,31.3073,0.220378,0.0180186,0.413139,0.000574339,0.00469926,0.00794705,0.0167579,0.00689965,0.008142,8.33717e-05,NA,NA,NA,NA,NA,0.514263,0.633015,0.752935,0.842868,0.90294,0.983632,1.00087,1.0178,1.13482,1.24333,1.41988,1.55365
simulation,64,64,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.62217,FOCE_I,NA,262.9,221.63,-19854.326038770851,614.112,1926.65,22.9621,0.725042,19.1971,0.00409994,0.0339815,0.0153889,0.304891,0.0359318,0.037443,0.00246377,8.80153,29.8202,0.213745,0.0178031,0.423567,0.000591771,0.00444126,0.0073853,0.0173617,0.00667536,0.00995652,8.32491e-05,NA,NA,NA,NA,NA,0.568437,0.659357,0.76371,0.845781,0.905017,0.962298,0.995147,1.06791,1.12873,1.26957,1.34352,1.49054
simulation,65,65,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.35652,FOCE_I,NA,229.58,222.58,-19919.883953519227,646.228,1901.12,22.9679,0.771903,19.1795,0.005228,0.0399354,0.00699628,0.299376,0.0295332,0.0292957,0.00264891,9.80676,28.9579,0.223407,0.0185332,0.420824,0.000651616,0.0048792,0.00816974,0.0170857,0.00577356,0.00760189,8.75236e-05,NA,NA,NA,NA,NA,0.62684,0.728378,0.794623,0.879549,0.901808,0.941883,0.995719,1.09726,1.10808,1.19264,1.25606,1.47716
simulation,66,66,1,1,1,0,1,0,0,1,0,0,0,0,2.9,60826100,FOCE_I,NA,415.16,428.2,-19847.638973421075,625.106,1881.07,23.0169,0.747062,19.0033,0.0039107,0.040127,0.0248284,0.300071,0.0238209,0.0485268,0.00270426,0.0081055,2.4996,0.000146566,0.0165466,0.142083,0.000132099,0.000128856,0.000802372,0.0169797,0.00440041,0.0104688,4.58358e-08,NA,NA,NA,NA,NA,8.06426e-08,1.1004e-07,6.59282e-06,0.0105088,0.112471,0.979847,0.99773,0.999942,1.00377,1.01894,1.97161,4.90518
simulation,67,67,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.56202,FOCE_I,NA,245.18,219.57,-19807.215292490186,612.238,1914.32,23.3559,0.727426,18.8546,0.00492747,0.0380214,0.035155,0.297776,0.0338081,0.0319673,0.00256665,9.05882,29.3175,0.228914,0.0170696,0.410756,0.000611257,0.00451257,0.00764925,0.0169374,0.00604636,0.0076514,8.54755e-05,NA,NA,NA,NA,NA,0.455562,0.631775,0.768868,0.82409,0.882011,0.976271,1.00572,1.0319,1.13857,1.24379,1.41872,1.62272
simulation,68,68,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.35466,FOCE_I,NA,251.51,212.45,-19741.295951976579,630.882,1902.24,22.8216,0.754592,19.081,0.00500055,0.0439727,0.0138821,0.277278,0.0219343,0.0309047,0.00253234,9.62904,27.2007,0.214513,0.0182221,0.401554,0.000603323,0.00508252,0.0076281,0.0157643,0.00487079,0.00733496,8.36915e-05,NA,NA,NA,NA,NA,0.614055,0.716576,0.765013,0.887267,0.901252,0.974352,0.995009,1.03,1.10895,1.20734,1.3543,1.44589
simulation,69,69,1,1,1,1,1,0,0,0,0,0,0,0,3.4,2.40249,FOCE_I,NA,273.01,224.43,-19634.740060892134,612.709,1940.31,22.7316,0.758735,19.1536,0.00428381,0.0406057,0.0202286,0.336824,0.0437206,0.0456805,0.00241757,9.26503,31.1964,0.206912,0.020128,0.444534,0.000646879,0.00479005,0.00886857,0.019236,0.00702571,0.0107388,8.15951e-05,NA,NA,NA,NA,NA,0.608166,0.687354,0.750309,0.871221,0.894455,0.974406,0.991178,1.07226,1.13233,1.26262,1.29458,1.46111
simulation,70,70,1,1,1,1,1,0,0,0,0,0,0,0,3,2.61878,FOCE_I,NA,270.39,223.36,-19547.156073061407,629.177,1917.73,22.63,0.760496,19.2051,0.00474904,0.0326604,0.0221217,0.326202,0.0466838,0.0475399,0.00244063,8.89839,31.9201,0.213563,0.02001,0.439194,0.00062994,0.00425898,0.00818905,0.0185784,0.00697123,0.0109017,8.1012e-05,NA,NA,NA,NA,NA,0.561318,0.666204,0.803228,0.857106,0.891157,0.941278,0.979995,1.08098,1.13668,1.21375,1.39834,1.46997
simulation,71,71,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.34223,FOCE_I,NA,215.64,225.93,-19725.340659203237,626.257,1931.56,23.0792,0.735569,19.8553,0.00457759,0.0386353,0.00752296,0.2819,0.0324313,0.0307478,0.00261882,9.20895,30.2506,0.218574,0.0175079,0.422405,0.000599618,0.004773,0.00764705,0.0161446,0.00625658,0.00800337,8.68855e-05,NA,NA,NA,NA,NA,0.619294,0.706836,0.813552,0.874923,0.890581,0.959732,0.987691,1.10729,1.14103,1.17867,1.26986,1.45053
simulation,72,72,1,1,1,1,1,0,0,0,0,0,0,0,4.8,2.67445,FOCE_I,NA,293.03,220.71,-19830.663325962654,639.575,1902,22.8901,0.771858,19.681,0.00477431,0.0323245,0.0210274,0.296952,0.0524893,0.0445208,0.00245422,8.89566,33.3348,0.220081,0.0204677,0.429503,0.000616481,0.0038938,0.00719304,0.0169456,0.00745908,0.00939727,8.08895e-05,NA,NA,NA,NA,NA,0.560457,0.696658,0.811545,0.861132,0.918439,0.976106,0.979076,1.0431,1.13461,1.17392,1.34604,1.49891
simulation,73,73,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.62657,FOCE_I,NA,259.31,216.07,-19926.163790574858,617.883,1937.19,22.6067,0.762592,19.5585,0.00377641,0.0307936,0.0149474,0.322558,0.0368316,0.0483705,0.00241538,8.57082,30.2512,0.204068,0.0200089,0.446559,0.000647634,0.0039558,0.00742401,0.0183276,0.00638295,0.0104553,8.04856e-05,NA,NA,NA,NA,NA,0.562746,0.683595,0.787523,0.840567,0.868864,0.950486,0.971533,1.1326,1.15823,1.24724,1.31853,1.47809
simulation,74,74,1,1,1,1,1,0,0,0,0,0,0,0,5.1,2.97011,FOCE_I,NA,276.8,221.85,-19947.226989428807,634.198,1892.36,22.7116,0.747191,19.3037,0.0048036,0.0380823,0.0293681,0.282712,0.0409082,0.0415226,0.00251181,9.37623,30.702,0.216656,0.0190195,0.411258,0.000609899,0.00467243,0.00747432,0.0161457,0.00684086,0.00916601,8.306e-05,NA,NA,NA,NA,NA,0.506942,0.638259,0.776,0.844884,0.900934,0.977991,1.00378,1.06059,1.14032,1.21512,1.4295,1.50567
