"hypothesis","sample","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","POP_V2","POP_V3","POP_Q","POP_KA","POP_CL","POP_CLCLCR","POP_CLBR","IIV_V2","IIV_CL_IIV_V2","IIV_CL","IIV_V3","IIV_KA","sigma","sePOP_V2","sePOP_V3","sePOP_Q","sePOP_KA","sePOP_CL","sePOP_CLCLCR","sePOP_CLBR","seIIV_V2","seIIV_CL_IIV_V2","seIIV_CL","seIIV_V3","seIIV_KA","sesigma","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13"
simulation,11,11,1,1,1,1,1,0,0,0,0,0,0,0,3.1,10.14,FOCE_I,NA,263.2,303.3,-16580.030852756121,665.871,1952.14,22.0501,0.79503,19.6703,0.00149863,0.126139,0.279311,0.0447594,0.301594,0.0293744,0.0146609,0.0100834,16.6066,47.3098,0.382614,0.0248202,0.469708,0.000559707,0.0337124,0.0302713,0.01474,0.0178418,0.0106393,0.00927629,0.000320964,NA,NA,NA,NA,NA,0.194384,0.619062,0.681309,0.77295,0.779693,0.866602,0.900102,0.982762,1.09136,1.23552,1.38755,1.51766,1.97105
simulation,12,12,1,1,1,1,1,0,0,0,0,0,0,0,3.5,3.35477,FOCE_I,NA,241.11,302.48,-16642.488349924126,678.462,2038.45,22.4875,0.767991,20.2511,0.00185542,0.114566,0.287216,0.0697841,0.308897,0.04015,0.015406,0.00937288,23.5825,50.7626,0.38532,0.023881,0.489701,0.000579158,0.0337067,0.029564,0.0187275,0.0181545,0.011525,0.0127443,0.000305875,NA,NA,NA,NA,NA,0.473561,0.622271,0.700768,0.723497,0.811806,0.819324,0.932302,1.0085,1.14458,1.26918,1.35774,1.54778,1.58869
simulation,13,13,1,1,1,1,1,0,0,0,0,0,0,0,4,8.20579,FOCE_I,NA,489.43,607.71,-16633.622933808641,668.942,1953.43,22.8654,0.774085,19.9945,0.00202058,0.0854822,0.295302,0.0683366,0.309699,0.0113641,0.0603748,0.00985456,26.482,41.9481,0.426381,0.0339784,0.00105932,4.15597e-07,0.00283773,0.0395496,0.0201208,0.0190225,0.00667971,0.0230982,2.60039e-10,NA,NA,NA,NA,NA,0.322578,0.414853,0.646372,0.66176,0.746587,0.770657,0.856984,0.907573,1.10126,1.13699,1.32658,1.4608,2.64701
simulation,14,14,1,1,1,0,1,0,0,1,0,0,0,0,1.9,11276.7,FOCE_I,NA,512.52,304.08,-16444.612054305951,617.513,1902.33,23.1324,0.827947,19.4435,0.00115671,0.0706077,0.256296,0.0843724,0.348894,0.0277974,0.0425898,0.00982908,8.5446,29.2908,0.352468,0.0250508,0.00887701,0.000611952,0.0338387,0.0264041,0.0387899,0.0307187,0.0141202,0.0181277,0.00085286,NA,NA,NA,NA,NA,0.000351222,0.000423581,0.0527321,0.254415,0.35855,0.798843,0.86097,0.903356,1.08878,1.11463,1.59018,2.01612,3.96065
simulation,15,15,1,1,1,0,1,0,0,1,0,0,0,0,1.5,10771.8,FOCE_I,NA,1033.27,610.68,-16401.700412574672,628.598,1908.79,23.1415,0.804823,19.1498,0.00111129,0.134592,0.280027,0.0399649,0.315692,0.034886,0.0440247,0.0103398,0.281081,0.749529,0.249554,0.000340981,0.164439,0.000155818,0.000143931,0.00119629,0.00170045,0.0136835,0.0117152,0.0154707,0.000236428,NA,NA,NA,NA,NA,0.000331321,0.000509266,0.000529529,0.0865595,0.138546,0.451867,0.656509,0.9802,0.9895,1.55649,2.05225,2.51779,3.56892
simulation,16,16,1,1,1,0,1,0,0,1,0,0,0,0,NA,2939770000000,FOCE_I,NA,725.8,633.4,-16758.287832420483,603.261,1955.67,22.9187,0.759677,20.2538,0.00238133,0.0991761,0.319341,0.0755883,0.291996,0.0406637,0.0215306,0.00952496,0.239445,7692.26,0.0817137,0.00368164,0.180756,0.0161391,0.430166,0.000276334,0.00262713,0.0822674,0.211286,0.0432767,4.66178e-05,NA,NA,NA,NA,NA,4.25323e-12,8.36993e-07,0.000117787,0.000336795,0.000987162,0.00209302,0.00328707,0.00432917,0.00753501,0.0120803,0.0145481,0.451186,12.5035
simulation,17,17,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.83228,FOCE_I,NA,254.93,304.36,-16795.222634187488,636.171,2005.26,23.1325,0.78396,19.8343,0.00189088,0.10826,0.265171,0.0506204,0.29328,0.0454019,0.0208117,0.00973728,20.7028,49.9169,0.391635,0.0253602,0.465571,0.000573957,0.0312063,0.0291845,0.0179742,0.017606,0.0123156,0.0118414,0.000316978,NA,NA,NA,NA,NA,0.544843,0.64482,0.700053,0.75421,0.845655,0.888368,0.993279,1.03267,1.1176,1.22089,1.30279,1.41167,1.54315
simulation,18,18,1,1,1,1,1,0,0,0,0,0,0,0,3.3,2.67112,FOCE_I,NA,242.12,309.23,-16723.040378013731,632.625,1950.91,22.506,0.776995,19.3442,0.00179672,0.0586873,0.297225,0.023255,0.289649,0.0322285,0.0232783,0.00979369,22.3035,45.8066,0.391935,0.0261869,0.456896,0.000575915,0.0289796,0.0299401,0.0190379,0.0173436,0.0116893,0.0120496,0.000317988,NA,NA,NA,NA,NA,0.574972,0.650784,0.702056,0.751944,0.794555,0.883864,1.00704,1.01141,1.05921,1.22858,1.36183,1.43793,1.53582
simulation,19,19,1,1,1,1,1,0,0,0,0,0,0,0,3.5,3.21026,FOCE_I,NA,254.68,306.73,-16649.575584101462,622.945,2003.13,23.3291,0.793547,19.533,0.00248168,0.089144,0.307523,0.072835,0.299918,0.044603,0.048009,0.00996866,22.0088,48.8691,0.410771,0.0309909,0.466484,0.000587854,0.0308863,0.0305948,0.0196427,0.0178641,0.0133561,0.018058,0.000326033,NA,NA,NA,NA,NA,0.480054,0.617567,0.694138,0.705029,0.845095,0.886769,1.00106,1.03062,1.06598,1.25262,1.36337,1.51661,1.5411
simulation,20,20,1,1,1,1,1,0,0,0,0,0,0,0,3.6,3.51204,FOCE_I,NA,263.13,314.85,-16291.068079568133,628.757,1965.79,22.3937,0.753069,19.9741,0.00166125,0.0758464,0.297144,0.0814815,0.292736,0.0490232,0.0292215,0.0101876,22.1813,53.4978,0.436224,0.0277093,0.472681,0.000545635,0.0257907,0.0307865,0.0189464,0.0174297,0.0164484,0.0170983,0.000338743,NA,NA,NA,NA,NA,0.460784,0.57842,0.656218,0.702409,0.797898,0.822393,0.985124,0.989634,1.10358,1.24003,1.48651,1.5587,1.61829
simulation,21,21,1,1,1,1,1,0,0,0,0,0,0,0,4.6,3.60099,FOCE_I,NA,278.95,306.16,-16220.720105433342,629.711,1975.48,23.7417,0.773434,19.2195,0.000459952,0.0858538,0.266942,0.0775804,0.30562,0.044379,0.0274797,0.0102455,20.6427,49.4911,0.4364,0.0280366,0.466343,0.000539216,0.0291931,0.0272963,0.0184681,0.0181272,0.0109222,0.0151276,0.000330229,NA,NA,NA,NA,NA,0.460578,0.607424,0.66503,0.712002,0.739068,0.81146,0.953629,1.03735,1.10851,1.28723,1.39284,1.56635,1.65853
simulation,22,22,1,1,1,1,1,0,0,0,0,0,0,0,4.1,3.07196,FOCE_I,NA,237.15,304.25,-16141.831374350752,663.532,1964.41,22.5106,0.749287,18.632,0.00142868,0.112828,0.25733,0.0366164,0.276078,0.0426114,0.0322249,0.0100713,22.1991,50.4915,0.408456,0.0277158,0.440278,0.000579709,0.0367504,0.0269001,0.0163877,0.0164099,0.0124823,0.0149621,0.000325459,NA,NA,NA,NA,NA,0.532502,0.650968,0.704374,0.75752,0.78686,0.861293,0.973576,0.997052,1.11567,1.23842,1.30763,1.4383,1.63582
simulation,23,23,1,1,1,1,1,0,0,0,0,0,0,0,3.3,3.47796,FOCE_I,NA,266.25,310.68,-16915.079182632053,682.458,2016.23,22.1989,0.773023,20.0799,0.00192806,0.111194,0.295288,0.0937061,0.350461,0.0347891,0.0352226,0.00979975,23.8688,48.8876,0.403479,0.0276972,0.510818,0.000605386,0.0323232,0.0297027,0.020569,0.0205386,0.00992326,0.0150053,0.00031235,NA,NA,NA,NA,NA,0.456955,0.616533,0.738762,0.816801,0.847886,0.870066,0.963772,1.01064,1.06926,1.17921,1.35523,1.4856,1.58927
simulation,24,24,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.16271,FOCE_I,NA,259.34,317.09,-16543.930977662829,653.348,1961.04,22.8946,0.742186,19.6244,0.00188429,0.12027,0.316923,0.0631131,0.303039,0.0600662,0.0361446,0.00956799,24.1985,52.8052,0.42004,0.0272749,0.46884,0.000573888,0.0339426,0.0337025,0.0201577,0.0180266,0.0145883,0.0144154,0.000310371,NA,NA,NA,NA,NA,0.488192,0.60964,0.684711,0.735633,0.840384,0.871069,0.949326,1.0083,1.05704,1.30215,1.41074,1.49881,1.54401
simulation,25,25,1,1,1,1,1,0,0,0,0,0,0,0,3.4,3.08359,FOCE_I,NA,769.16,298.57,-16522.036617905160,658.113,2008.89,23.1983,0.74025,19.5215,0.00134728,0.103092,0.280571,0.0457582,0.276649,0.0328753,0.0321978,0.0101503,23.6322,48.1433,0.457373,0.0265249,0.453648,0.000531748,0.0329931,0.0287457,0.0180263,0.016284,0.010711,0.0145853,0.000328533,NA,NA,NA,NA,NA,0.513248,0.634477,0.676626,0.750789,0.803219,0.859671,0.939663,0.988,1.09368,1.25743,1.41678,1.48378,1.58265
simulation,26,26,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.87355,FOCE_I,NA,918.38,300.54,-16432.940087028634,629.629,1954.95,23.2226,0.754505,19.873,0.00109694,0.0979469,0.310529,0.0622278,0.319277,0.0302074,0.0340507,0.00965237,22.8038,46.6523,0.385382,0.0269596,0.486436,0.00055295,0.0336585,0.0310637,0.0202689,0.0189379,0.00848888,0.0141428,0.000306442,NA,NA,NA,NA,NA,0.539898,0.637054,0.660168,0.759192,0.798666,0.855078,0.964884,1.00948,1.0769,1.25759,1.36695,1.52272,1.55142
simulation,27,27,1,1,1,0,1,0,0,1,0,0,0,0,3,1023250,FOCE_I,NA,1277.73,602.78,-16676.402998663001,660.404,1890.37,22.5035,0.7735,19.9619,0.00114638,0.139892,0.286034,0.0745389,0.312688,0.0416132,0.0241514,0.00957014,0.0779982,38.7579,0.23778,0.0248373,0.00218228,0.000133316,0.000810218,0.00376518,0.00805711,0.0174767,0.0123972,0.0133161,1.21013e-06,NA,NA,NA,NA,NA,3.10333e-06,2.0136e-05,0.00464522,0.522123,0.900072,0.98096,0.99461,0.998358,1.00083,1.07285,1.47645,1.8736,3.17549
simulation,28,28,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.01138,FOCE_I,NA,234.62,310.7,-16445.832430628951,682.995,1956.12,23.6174,0.71727,20.6301,0.000366614,0.0527588,0.283881,0.0584907,0.275004,0.0403128,0.0605584,0.0101093,24.3515,50.9948,0.460274,0.0290835,0.471773,0.000492443,0.026677,0.0310435,0.0175854,0.0162651,0.0129311,0.0184231,0.000328869,NA,NA,NA,NA,NA,0.508509,0.603229,0.682788,0.706585,0.837996,0.90677,0.944122,1.00649,1.08003,1.29719,1.40027,1.49471,1.53131
simulation,29,29,1,1,1,1,1,0,0,0,0,0,0,0,3.8,4.29078,FOCE_I,NA,254.2,312.99,-16368.089633861358,605.033,1948.08,22.7481,0.782238,19.7291,0.0013992,0.0503069,0.289736,0.108439,0.333125,0.0459935,0.0163393,0.0102805,20.8121,48.1745,0.41917,0.0254968,0.495455,0.000548561,0.0295321,0.0293038,0.0199206,0.0195531,0.0142161,0.0117904,0.00033681,NA,NA,NA,NA,NA,0.39632,0.55603,0.689231,0.726798,0.831249,0.87734,0.975568,1.02042,1.02654,1.28164,1.36571,1.55263,1.70052
simulation,30,30,1,1,1,0,1,0,0,1,0,0,0,0,1.2,39.463,FOCE_I,NA,1307.67,658.57,-16268.454772061614,642.863,1987.75,22.229,0.786745,19.5534,0.00114066,0.101395,0.343571,0.0961996,0.313699,0.0413804,0.0247869,0.0100399,0.323765,1.67148,0.0162609,0.000804751,0.0160005,0.000471659,0.000120847,0.00332779,0.00297723,0.0172405,0.00554478,0.0121358,2.53519e-07,NA,NA,NA,NA,NA,0.0609585,0.319628,0.803234,0.852647,0.912089,0.987332,0.995833,0.997547,1.00004,1.01377,1.07672,1.57459,2.4056
simulation,31,31,1,1,1,0,1,0,0,1,0,0,0,0,2.8,52734.3,FOCE_I,NA,628.58,609.99,-16322.326672759900,624.675,1965.37,22.8263,0.708405,19.2878,0.00123446,0.0951876,0.278245,0.0600572,0.285546,0.0611261,0.0321723,0.00962016,0.064693,63.8371,0.00255578,6.34316e-05,0.525755,0.000535509,0.0311688,0.00254902,0.00310784,0.0133243,0.015818,0.0448825,2.82912e-06,NA,NA,NA,NA,NA,6.43443e-05,0.000137433,0.0766661,0.453827,0.500192,0.572592,0.861476,0.970016,0.994545,1.15957,1.48067,2.53709,3.39315
simulation,32,32,1,1,1,1,1,0,0,0,0,0,0,0,4.1,2.85855,FOCE_I,NA,256.27,306.88,-16614.905452039566,624.735,1937.73,23.7564,0.738496,20.3318,0.00178179,0.108884,0.310262,0.0489827,0.289154,0.0362144,0.0147679,0.0101983,22.6458,46.4185,0.417244,0.0238216,0.480753,0.000569142,0.035271,0.0327856,0.0191931,0.017495,0.0102057,0.0102456,0.000325629,NA,NA,NA,NA,NA,0.537207,0.643119,0.653199,0.801321,0.855618,0.884131,0.962167,1.02024,1.10917,1.17236,1.36088,1.46496,1.53563
simulation,33,33,1,1,1,0,1,0,0,1,0,0,0,0,0.5,13152100,FOCE_I,NA,592.2,618.29,-16577.717497454360,673.827,1974.9,23.2617,0.785814,19.9805,0.000796561,0.0664838,0.255703,0.03803,0.312224,0.0343894,0.050688,0.00973969,15.3888,45.701,0.424582,0.0310239,0.374432,0.000433231,0.00624227,0.0277429,0.0202201,0.0185393,0.0121448,0.0177368,1.84636e-07,NA,NA,NA,NA,NA,1.61628e-07,1.2459e-06,0.632247,0.674139,0.853654,0.920205,0.971038,1.03884,1.17448,1.20574,1.32024,2.08366,2.12576
simulation,34,34,1,1,1,1,1,0,0,0,0,0,0,0,3.8,3.32137,FOCE_I,NA,249.21,310.4,-16384.216156446681,657.978,1891.82,23.304,0.73308,19.8343,0.0016773,0.103686,0.300175,0.0778203,0.289053,0.0323475,0.0524841,0.0103781,23.4695,45.9501,0.46088,0.0287738,0.465828,0.000529435,0.0324557,0.0332281,0.0175002,0.0170061,0.0112341,0.0207922,0.000339062,NA,NA,NA,NA,NA,0.472475,0.589923,0.691792,0.750081,0.81346,0.852063,0.959819,1.01329,1.12195,1.25511,1.41752,1.49325,1.56926
simulation,35,35,1,1,1,0,1,0,0,1,0,0,0,0,2.4,2.21259,FOCE_I,NA,656.98,637.86,-16520.809024695565,674.788,1923.67,23.8891,0.745684,20.299,0.00126147,0.0987848,0.321604,0.0586926,0.294563,0.0461139,0.0360003,0.00970454,0.509908,0.952717,0.0151326,0.000292727,0.0138919,1.5009e-06,6.43096e-05,0.0261955,0.0229158,0.0178568,0.0125226,0.014978,7.47165e-06,NA,NA,NA,NA,NA,0.605959,0.964692,0.974505,0.991794,0.992724,0.997639,0.9982,1.00037,1.00161,1.01085,1.02067,1.10026,1.34074
simulation,36,36,1,1,1,1,1,0,0,0,0,0,0,0,3.7,2.9205,FOCE_I,NA,261.64,311.21,-16145.309998913024,646.346,1939.79,23.0362,0.758328,19.5742,0.00122601,0.108647,0.291465,0.0689508,0.318732,0.0199617,0.0592375,0.0100298,23.5167,44.1989,0.404858,0.0307934,0.474821,0.000540109,0.0315821,0.0314318,0.0202189,0.0187579,0.0082374,0.020312,0.000325065,NA,NA,NA,NA,NA,0.513411,0.63542,0.712993,0.747017,0.834357,0.879196,0.984252,1.01056,1.13305,1.228,1.38647,1.43585,1.49942
simulation,37,37,1,1,1,1,1,0,0,0,0,0,0,0,3.2,3.36526,FOCE_I,NA,246.53,303.25,-16380.664129400437,678.408,1947.61,22.7297,0.756788,19.2282,0.00248584,0.115872,0.290135,0.0842173,0.323394,0.0342357,0.0211206,0.00988154,23.5568,48.3996,0.387548,0.0259038,0.47094,0.000599614,0.0364386,0.0292858,0.0198085,0.0191078,0.0102134,0.0129146,0.000316249,NA,NA,NA,NA,NA,0.476067,0.605397,0.723304,0.753705,0.83009,0.867702,0.948029,0.979619,1.12244,1.2492,1.3545,1.48786,1.60209
simulation,38,38,1,1,1,1,1,0,0,0,0,0,0,0,3.9,3.41175,FOCE_I,NA,319.25,303.18,-16438.215667053606,636.037,1935.88,23.4538,0.71845,19.4223,0.00241439,0.0850525,0.277747,0.0789698,0.299195,0.0443361,0.0477818,0.00977428,22.5437,47.7767,0.413171,0.027705,0.455668,0.000571332,0.0268995,0.0293546,0.0188799,0.0177289,0.0134288,0.0195122,0.000319109,NA,NA,NA,NA,NA,0.461985,0.587742,0.724801,0.739143,0.836486,0.870595,0.974816,1.00481,1.08142,1.24476,1.37675,1.52051,1.57618
simulation,39,39,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.68172,FOCE_I,NA,229.07,301.62,-16625.434160696488,611.201,1958.14,22.57,0.805769,19.9389,0.00127076,0.0792051,0.239693,0.00812164,0.298887,0.0567073,0.0193099,0.0101275,19.9824,51.9385,0.396668,0.0267581,0.481888,0.000578128,0.0299892,0.0246127,0.0184292,0.0177975,0.0141203,0.0108202,0.000329543,NA,NA,NA,NA,NA,0.587079,0.650016,0.703714,0.73229,0.817769,0.851685,0.984643,1.02542,1.09589,1.14481,1.36028,1.47204,1.57438
simulation,40,40,1,1,1,1,1,0,0,0,0,0,0,0,3.6,3.69719,FOCE_I,NA,229.54,300.94,-16581.210033365096,639.38,1884.49,23.1612,0.737128,20.1713,0.00179695,0.0743047,0.301067,0.0886294,0.320491,0.0348028,0.0481395,0.00965317,23.0867,44.1758,0.402557,0.0276426,0.479934,0.000582366,0.0253753,0.0305301,0.0209603,0.0188589,0.0101479,0.0176261,0.000310029,NA,NA,NA,NA,NA,0.439001,0.621085,0.727569,0.788282,0.849205,0.862536,0.950343,1.02628,1.11549,1.19388,1.38903,1.41424,1.62307
simulation,41,41,1,1,1,1,1,0,0,0,0,0,0,0,3.6,2.99458,FOCE_I,NA,416.62,316.62,-16271.946261660196,625.866,1919.5,23.1641,0.741274,19.3886,0.00167593,0.108943,0.332331,0.0498947,0.287684,0.0432144,0.0310288,0.0100477,22.3994,47.1912,0.403077,0.0261113,0.447134,0.000549873,0.0306884,0.0334419,0.0182392,0.0166605,0.0130019,0.0157527,0.000330424,NA,NA,NA,NA,NA,0.504914,0.648171,0.682474,0.787689,0.867594,0.940584,0.964219,0.999886,1.0729,1.25908,1.35861,1.40187,1.512
simulation,42,42,1,1,1,1,1,0,0,0,0,0,0,0,3.4,4.28342,FOCE_I,NA,269.1,306.34,-16632.885737453111,630.564,1946.22,23.1047,0.782318,19.5888,0.00143822,0.177279,0.304966,0.102434,0.316239,0.0298545,0.021209,0.0105106,22.3427,44.9501,0.399658,0.0268709,0.482466,0.000611906,0.0378101,0.031925,0.020041,0.0186385,0.00903833,0.0114084,0.00033505,NA,NA,NA,NA,NA,0.392372,0.567537,0.6698,0.795706,0.827375,0.851685,0.942485,1.01528,1.09559,1.18754,1.43172,1.54223,1.68069
simulation,43,43,1,1,1,0,1,0,0,1,0,0,0,0,2,44350800,FOCE_I,NA,690.96,615.57,-16662.558934685738,629.269,1983.79,23.0402,0.747136,20.7266,0.00216123,0.0522847,0.266794,0.0490104,0.296548,0.0232179,0.0732236,0.0102491,15.6544,43.9274,0.403076,0.0181088,0.00139551,0.000314592,0.00782885,0.00420867,0.0176637,0.0177107,0.00683646,0.0111289,9.62556e-09,NA,NA,NA,NA,NA,7.65922e-08,9.26746e-08,3.61805e-06,0.0120283,0.468004,0.821871,0.88016,0.98279,1.11097,1.39622,1.62775,2.30327,3.39693
simulation,44,44,1,1,1,1,1,0,0,0,0,0,0,0,3.6,3.21188,FOCE_I,NA,416.51,325.91,-16221.359938616744,628.262,1983.27,23.372,0.813486,19.2956,0.002003,0.0995871,0.305003,0.066673,0.311469,0.0299511,0.0418952,0.0104741,23.248,47.5417,0.451484,0.0317942,0.467034,0.000586714,0.03242,0.0327704,0.0198875,0.0186191,0.00982781,0.0168241,0.000336173,NA,NA,NA,NA,NA,0.484662,0.610662,0.666484,0.799399,0.851107,0.890839,0.94494,1.03652,1.07114,1.19239,1.4185,1.47668,1.55668
